DEPTH;CAL;NPHI;DT;GR;RHOB;RLLD;RT;BS
28.540.000;117.301;0.1689;661.330;629.330;24.639;73.194;47.113;92.500
28.545.000;128.258;0.2028;661.171;646.600;24.792;14.814;0.7520;92.500
28.550.000;116.805;0.1879;643.786;669.060;25.137;33.782;19.726;92.500
28.555.000;106.683;0.1669;627.153;700.470;25.864;136.513;91.723;92.500
28.560.000;106.684;0.1056;624.420;719.610;26.516;355.276;269.653;92.500
28.565.000;106.922;0.0860;623.495;736.440;26.676;298.216;221.619;92.500
28.570.000;107.204;0.0892;623.074;755.620;26.452;483.881;375.433;92.500
28.575.000;107.479;0.0951;614.710;773.360;26.294;399.167;305.910;92.500
28.580.000;107.754;0.1011;601.381;785.500;26.193;346.865;262.960;92.500
28.585.000;108.029;0.1036;601.464;782.600;26.173;347.825;263.795;92.500
28.590.000;108.296;0.0943;599.872;767.600;26.269;349.642;265.331;92.500
28.595.000;108.405;0.0855;583.503;744.060;26.440;393.957;301.783;92.500
28.600.000;108.487;0.0767;570.593;736.810;26.581;460.596;356.544;92.500
28.605.000;108.875;0.0749;558.715;758.080;26.432;575.706;451.752;92.500
28.610.000;109.247;0.0843;548.390;780.550;26.614;615.399;484.861;92.500
28.615.000;109.617;0.0968;565.829;795.320;26.730;434.964;335.731;92.500
28.620.000;110.600;0.1241;569.722;797.540;26.774;339.618;257.472;92.500
28.625.000;111.675;0.1516;566.949;790.850;26.428;255.641;186.795;92.500
28.630.000;112.757;0.1505;578.122;779.330;26.388;265.274;194.996;92.500
28.635.000;112.659;0.1412;585.532;753.420;26.434;290.842;216.420;92.500
28.640.000;112.777;0.1412;593.233;718.450;26.474;317.138;238.700;92.500
28.645.000;114.015;0.1559;587.912;693.610;26.188;331.192;250.908;92.500
28.650.000;115.207;0.1665;569.815;666.390;26.214;276.941;205.176;92.500
28.655.000;116.316;0.1634;568.305;627.400;26.364;255.641;187.563;92.500
28.660.000;114.624;0.1306;567.450;606.230;26.635;300.361;224.806;92.500
28.665.000;112.530;0.0804;553.827;566.400;27.045;389.498;298.878;92.500
28.670.000;112.765;0.0483;540.252;538.600;26.944;515.135;402.421;92.500
28.675.000;113.026;0.0333;528.605;518.680;26.846;680.533;540.219;92.500
28.680.000;113.279;0.0338;529.670;507.660;27.007;827.544;663.950;92.500
28.685.000;113.523;0.0371;528.627;511.620;27.150;853.292;685.776;92.500
28.690.000;113.651;0.0434;525.640;533.500;26.993;858.489;690.207;92.500
28.695.000;113.785;0.0497;520.795;568.790;26.845;842.883;677.050;92.500
28.700.000;113.919;0.0602;515.840;595.200;26.895;802.635;643.104;92.500
28.705.000;114.052;0.0755;511.673;614.910;26.619;701.780;558.292;92.500
28.710.000;114.187;0.0929;508.648;627.360;26.571;578.149;455.023;92.500
28.715.000;114.393;0.1106;511.878;634.830;26.510;476.299;370.686;92.500
28.720.000;114.500;0.1316;518.219;639.180;26.646;377.294;289.182;92.500
28.725.000;114.487;0.1477;524.753;634.620;26.758;267.083;196.795;92.500
28.730.000;114.130;0.1579;529.382;614.830;26.705;267.168;196.805;92.500
28.735.000;114.600;0.1673;533.809;573.180;26.922;269.784;199.071;92.500
28.740.000;114.616;0.1435;537.998;543.190;27.185;293.678;219.152;92.500
28.745.000;114.513;0.1199;541.130;517.330;27.465;330.320;250.250;92.500
28.750.000;114.405;0.0920;539.328;499.270;27.415;384.423;295.039;92.500
28.755.000;114.302;0.0775;535.389;493.180;27.365;447.039;346.566;92.500
28.760.000;114.361;0.0614;531.994;495.440;27.324;541.139;424.308;92.500
28.765.000;114.462;0.0466;531.399;502.920;27.283;681.313;541.226;92.500
28.770.000;114.562;0.0377;530.106;511.370;27.233;757.679;605.386;92.500
28.775.000;114.666;0.0355;526.644;530.470;27.129;839.076;674.064;92.500
28.780.000;114.562;0.0379;522.263;545.440;26.785;959.241;778.132;92.500
28.785.000;114.348;0.0454;518.726;563.670;26.614;916.020;739.880;92.500
28.790.000;114.133;0.0540;521.072;602.490;26.547;851.689;684.567;92.500
28.795.000;113.916;0.0720;538.921;639.070;26.501;772.863;617.984;92.500
28.800.000;113.699;0.0910;559.174;701.840;26.525;561.028;440.659;92.500
28.805.000;113.504;0.1106;580.437;768.240;26.695;305.325;228.797;92.500
28.810.000;113.625;0.1312;603.150;807.900;26.210;177.472;123.338;92.500
28.815.000;114.187;0.1609;606.737;821.260;26.282;184.450;128.996;92.500
28.820.000;114.740;0.1561;604.879;804.060;26.400;195.791;138.199;92.500
28.825.000;114.756;0.1341;595.971;759.350;26.341;202.875;143.934;92.500
28.830.000;114.551;0.1103;571.199;707.040;26.454;141.450;96.171;92.500
28.835.000;114.290;0.0998;547.549;663.140;26.574;77.417;49.925;92.500
28.840.000;114.672;0.0908;524.513;638.240;26.711;27.598;15.531;92.500
28.845.000;115.100;0.0986;505.407;636.700;26.923;15.805;0.8013;92.500
28.850.000;115.028;0.1037;504.270;651.670;26.878;84.510;83.325;92.500
28.855.000;114.398;0.0760;505.163;669.160;27.031;239.617;226.925;92.500
28.860.000;114.638;0.0655;506.155;662.920;27.088;609.511;554.061;92.500
28.865.000;114.910;0.0673;507.517;653.840;26.820;572.071;521.783;92.500
28.870.000;114.978;0.0687;510.308;635.870;26.885;525.654;481.537;92.500
28.875.000;115.043;0.0531;513.922;604.590;26.943;625.202;567.684;92.500
28.880.000;114.923;0.0350;518.076;577.900;26.955;852.984;762.099;92.500
28.885.000;114.755;0.0252;521.527;551.290;26.828;1.164.660;1.023.582;92.500
28.890.000;114.816;0.0256;522.988;541.400;26.826;1.350.585;1.177.675;92.500
28.895.000;114.890;0.0287;523.264;541.380;26.614;1.256.470;1.099.864;92.500
28.900.000;114.768;0.0363;522.339;553.520;26.694;1.106.928;975.466;92.500
28.905.000;114.773;0.0410;519.808;573.890;26.813;930.017;827.118;92.500
28.910.000;114.891;0.0485;516.308;594.230;26.935;781.381;701.305;92.500
28.915.000;115.012;0.0569;527.296;609.190;26.933;548.917;501.737;92.500
28.920.000;115.132;0.0653;526.677;626.410;26.767;425.122;393.679;92.500
28.925.000;115.257;0.0768;526.097;626.400;26.436;452.504;417.743;92.500
28.930.000;115.091;0.0733;527.891;622.980;26.406;477.269;439.379;92.500
28.935.000;114.767;0.0641;525.797;607.980;26.583;612.673;556.803;92.500
28.940.000;114.449;0.0473;525.424;592.980;26.754;1.023.890;905.900;92.500
28.945.000;114.131;0.0363;522.977;595.940;26.855;1.247.982;1.092.561;92.500
28.950.000;113.811;0.0423;507.246;619.270;26.765;1.060.393;936.264;92.500
28.955.000;113.701;0.0541;505.963;646.540;26.652;762.269;684.688;92.500
28.960.000;113.700;0.0707;503.854;669.000;26.679;503.057;461.558;92.500
28.965.000;113.703;0.0916;519.112;687.070;26.680;517.127;473.806;92.500
28.970.000;113.679;0.1064;519.707;687.050;26.669;535.693;489.933;92.500
28.975.000;113.200;0.0998;518.997;687.040;26.471;598.561;544.227;92.500
28.980.000;112.725;0.0799;521.367;687.020;26.274;615.399;558.625;92.500
28.985.000;112.232;0.0772;519.641;680.930;26.574;500.246;458.769;92.500
28.990.000;112.898;0.0996;519.971;673.980;26.598;398.475;369.619;92.500
28.995.000;113.890;0.1170;518.529;658.980;26.705;446.270;411.972;92.500
29.000.000;113.505;0.1192;501.800;653.740;26.883;484.404;445.243;92.500
29.005.000;111.241;0.0843;502.635;662.630;26.763;1.143.492;1.004.790;92.500
29.010.000;110.986;0.0543;503.521;662.610;26.814;979.939;867.934;92.500
29.015.000;110.721;0.0577;504.097;659.770;26.646;722.295;649.760;92.500
29.020.000;110.461;0.0746;504.465;644.770;26.546;532.391;486.296;92.500
29.025.000;110.254;0.0970;504.988;629.770;26.447;466.310;428.714;92.500
29.030.000;110.111;0.1120;504.744;626.080;26.507;497.408;455.805;92.500
29.035.000;109.838;0.1016;505.865;628.040;26.567;590.408;536.340;92.500
29.040.000;109.649;0.0865;524.277;645.410;26.778;700.796;631.094;92.500
29.045.000;109.297;0.0840;550.978;671.680;26.652;754.241;676.601;92.500
29.050.000;108.900;0.0888;580.076;717.200;26.428;656.354;592.832;92.500
29.055.000;108.508;0.0990;609.505;756.460;26.200;543.592;495.536;92.500
29.060.000;108.119;0.1114;637.844;803.810;25.964;440.703;405.846;92.500
29.065.000;107.990;0.1379;666.144;878.700;25.716;404.621;374.082;92.500
29.070.000;107.892;0.1641;690.508;954.220;25.468;402.177;371.884;92.500
29.075.000;107.693;0.1937;696.984;1.003.680;25.222;342.720;318.720;92.500
29.080.000;106.904;0.1877;696.832;1.048.610;24.980;165.403;157.769;92.500
29.085.000;105.179;0.1665;695.417;1.090.580;24.192;104.669;101.240;92.500
29.090.000;103.465;0.1661;722.671;1.106.140;23.305;86.127;83.680;92.500
29.095.000;102.221;0.1784;749.781;1.087.890;23.136;80.468;78.235;92.500
29.100.000;101.722;0.1809;773.944;1.001.900;22.959;99.034;95.586;92.500
29.105.000;101.736;0.1753;799.728;856.720;22.813;127.840;122.374;92.500
29.110.000;101.759;0.1701;821.304;740.130;22.869;149.520;142.400;92.500
29.115.000;101.784;0.1771;842.793;680.530;22.922;94.898;91.726;92.500
29.120.000;101.807;0.1848;861.859;655.500;22.974;66.308;64.835;92.500
29.125.000;101.830;0.1749;855.675;647.990;23.026;41.185;40.883;92.500
29.130.000;101.853;0.1848;854.043;644.010;23.078;32.158;32.131;92.500
29.135.000;101.875;0.1927;856.070;650.070;23.103;29.113;29.165;92.500
29.140.000;101.910;0.2005;860.027;656.410;23.014;28.564;28.631;92.500
29.145.000;102.211;0.2081;864.221;663.890;22.953;36.970;36.824;92.500
29.150.000;102.520;0.2105;868.088;668.270;22.981;48.376;47.826;92.500
29.155.000;102.702;0.2165;870.247;668.250;22.995;63.388;62.142;92.500
29.160.000;102.698;0.2161;870.659;662.160;22.910;74.042;72.223;92.500
29.165.000;102.697;0.1894;869.884;653.540;22.826;56.075;55.190;92.500
29.170.000;102.747;0.1796;869.694;641.210;22.908;43.009;42.693;92.500
29.175.000;103.163;0.1796;868.004;633.710;23.003;32.988;33.003;92.500
29.180.000;103.512;0.1902;863.256;631.700;23.078;31.623;31.689;92.500
29.185.000;103.547;0.2021;857.959;650.760;23.154;36.992;36.920;92.500
29.190.000;103.750;0.2061;852.150;658.240;23.281;44.114;43.820;92.500
29.195.000;103.951;0.2008;845.277;658.390;23.454;49.749;49.240;92.500
29.200.000;104.152;0.1913;836.351;649.880;23.497;47.228;46.837;92.500
29.205.000;104.373;0.1806;821.346;636.890;23.521;44.447;44.180;92.500
29.210.000;104.690;0.1685;803.110;623.710;23.543;42.512;42.338;92.500
29.215.000;104.999;0.1666;780.270;622.670;23.556;45.094;44.843;92.500
29.220.000;105.308;0.1533;752.107;643.740;24.105;48.571;48.205;92.500
29.225.000;105.617;0.1238;729.663;655.880;24.728;68.937;67.655;92.500
29.230.000;105.926;0.0941;709.137;668.030;25.158;107.182;103.671;92.500
29.235.000;106.235;0.0644;690.425;668.010;25.573;279.757;261.799;92.500
29.240.000;106.543;0.0255;676.951;663.770;25.855;678.069;610.774;92.500
29.245.000;106.698;0.0143;668.198;661.900;25.971;1.265.930;1.104.894;92.500
29.250.000;106.773;0.0207;661.731;647.790;25.879;621.116;561.974;92.500
29.255.000;106.863;0.0375;660.213;635.170;25.763;470.120;431.254;92.500
29.260.000;107.051;0.0611;641.258;635.260;25.919;346.865;322.290;92.500
29.265.000;107.376;0.0952;622.742;661.840;26.237;385.429;356.828;92.500
29.270.000;107.675;0.1267;608.436;703.230;26.305;432.858;398.848;92.500
29.275.000;107.975;0.1432;593.962;762.780;26.432;486.124;445.451;92.500
29.280.000;108.334;0.1230;580.909;790.120;26.658;538.275;490.846;92.500
29.285.000;108.545;0.1080;584.514;807.670;26.820;598.561;542.997;92.500
29.290.000;108.617;0.1021;576.751;813.740;26.659;591.244;536.705;92.500
29.295.000;108.682;0.1004;591.373;806.110;26.504;530.565;484.240;92.500
29.300.000;108.848;0.1133;610.963;798.600;26.412;497.493;455.544;92.500
29.305.000;109.049;0.1295;620.792;791.090;26.516;503.789;461.067;92.500
29.310.000;109.250;0.1456;637.345;777.200;26.286;515.577;471.360;92.500
29.315.000;109.451;0.1508;657.040;770.000;26.141;530.801;484.623;92.500
29.320.000;109.663;0.1375;668.162;759.970;26.166;522.451;477.425;92.500
29.325.000;109.481;0.1213;694.615;748.910;26.168;506.997;463.953;92.500
29.330.000;109.192;0.1249;708.664;728.510;25.877;479.317;439.781;92.500
29.335.000;108.927;0.1275;719.210;706.150;25.577;433.459;399.629;92.500
29.340.000;109.449;0.1251;736.860;663.290;25.218;309.145;288.889;92.500
29.345.000;109.846;0.1338;752.154;632.830;24.838;194.861;185.260;92.500
29.350.000;107.517;0.1480;766.550;606.870;24.448;122.803;118.425;92.500
29.355.000;105.577;0.1688;777.641;594.440;24.150;77.157;75.430;92.500
29.360.000;106.384;0.1913;783.022;586.930;23.842;60.862;60.039;92.500
29.365.000;107.163;0.1891;784.755;582.510;23.487;53.106;52.685;92.500
29.370.000;107.110;0.1890;782.509;582.490;23.574;51.624;51.260;92.500
29.375.000;107.269;0.1916;777.333;582.480;23.709;60.559;59.821;92.500
29.380.000;107.702;0.1688;770.665;582.460;23.846;73.993;72.634;92.500
29.385.000;108.133;0.1537;764.352;590.430;23.983;90.407;88.180;92.500
29.390.000;108.562;0.1475;764.482;612.890;24.110;110.197;106.793;92.500
29.395.000;108.883;0.1461;771.232;637.130;24.169;100.062;97.336;92.500
29.400.000;108.742;0.1477;783.381;656.990;24.101;86.802;84.845;92.500
29.405.000;108.610;0.1587;799.105;669.720;24.018;75.245;73.904;92.500
29.410.000;108.477;0.1705;815.254;673.560;23.931;69.446;68.387;92.500
29.415.000;108.360;0.1823;828.854;673.540;23.840;65.596;64.713;92.500
29.420.000;108.108;0.1928;837.916;673.530;23.703;61.540;60.825;92.500
29.425.000;108.225;0.1967;841.515;671.700;23.622;63.859;63.046;92.500
29.430.000;108.324;0.2073;841.137;664.190;23.675;62.452;61.712;92.500
29.435.000;108.420;0.2059;836.823;655.240;23.720;61.128;60.456;92.500
29.440.000;108.549;0.2114;828.515;649.150;23.662;60.412;59.783;92.500
29.445.000;108.790;0.2076;815.543;641.670;23.773;66.265;65.386;92.500
29.450.000;108.897;0.2034;798.995;634.160;23.992;61.540;60.888;92.500
29.455.000;108.979;0.1959;777.919;622.450;24.211;63.859;63.109;92.500
29.460.000;109.142;0.1873;764.496;612.610;24.336;80.144;78.594;92.500
29.465.000;110.092;0.1697;750.789;599.480;24.295;99.223;96.680;92.500
29.470.000;111.033;0.1522;736.983;591.980;24.650;120.873;117.063;92.500
29.475.000;111.665;0.1353;732.069;580.680;24.893;125.428;121.391;92.500
29.480.000;110.626;0.1191;728.672;570.000;24.924;116.484;112.914;92.500
29.485.000;109.611;0.1153;727.253;562.840;24.571;96.458;94.028;92.500
29.490.000;108.594;0.1299;717.905;549.790;24.300;81.047;79.394;92.500
29.495.000;108.169;0.1411;699.072;542.280;24.407;74.042;72.721;92.500
29.500.000;108.722;0.1509;683.222;539.540;24.541;84.257;82.439;92.500
29.505.000;110.394;0.1569;664.224;533.340;25.587;126.593;122.313;92.500
29.510.000;111.983;0.1379;644.382;525.840;25.784;259.490;244.503;92.500
29.515.000;113.236;0.0885;626.427;518.330;26.008;569.532;519.044;92.500
29.520.000;113.248;0.0435;611.359;506.480;26.272;1.301.541;1.136.353;92.500
29.525.000;113.186;0.0323;609.541;496.910;26.162;1.593.416;1.376.232;92.500
29.530.000;113.117;0.0203;610.853;489.730;25.984;1.832.535;1.570.872;92.500
29.535.000;113.038;0.0203;616.507;484.730;25.829;1.717.670;1.477.525;92.500
29.540.000;112.956;0.0302;629.359;484.710;25.588;956.028;848.255;92.500
29.545.000;112.902;0.0466;644.883;484.690;25.323;407.359;377.474;92.500
29.550.000;112.891;0.0657;666.988;491.430;25.058;266.720;251.217;92.500
29.555.000;112.442;0.0847;694.974;500.990;24.797;171.624;164.305;92.500
29.560.000;111.961;0.1038;724.565;515.960;24.634;99.539;97.182;92.500
29.565.000;111.479;0.1212;748.643;533.270;24.474;102.172;99.603;92.500
29.570.000;110.980;0.1339;763.700;551.980;24.316;107.688;104.722;92.500
29.575.000;111.392;0.1456;773.054;566.940;24.247;116.542;113.058;92.500
29.580.000;112.003;0.1432;782.761;578.850;24.368;116.517;113.109;92.500
29.585.000;112.219;0.1240;790.687;586.320;24.188;120.927;117.257;92.500
29.590.000;110.555;0.1084;795.505;593.980;23.964;98.503;96.051;92.500
29.595.000;108.909;0.1265;799.811;593.970;23.877;73.761;72.520;92.500
29.600.000;108.316;0.1392;802.085;591.310;23.872;59.552;58.940;92.500
29.605.000;108.545;0.1449;802.963;583.800;23.973;54.067;53.706;92.500
29.610.000;108.742;0.1505;797.278;575.680;23.937;61.581;60.912;92.500
29.615.000;109.888;0.1403;782.337;574.860;24.063;76.974;75.659;92.500
29.620.000;110.344;0.1296;768.957;565.130;24.312;125.544;121.326;92.500
29.625.000;110.426;0.1064;758.938;553.770;24.622;206.662;196.138;92.500
29.630.000;110.489;0.0924;753.194;545.230;24.662;164.551;157.490;92.500
29.635.000;111.231;0.1034;756.968;539.130;24.534;112.892;109.623;92.500
29.640.000;109.897;0.1314;768.286;540.910;23.972;77.428;76.090;92.500
29.645.000;108.285;0.1637;787.031;554.810;23.419;53.070;52.730;92.500
29.650.000;107.198;0.1938;807.199;575.560;23.302;47.090;46.906;92.500
29.655.000;107.692;0.2161;817.452;587.710;23.242;43.718;43.687;92.500
29.660.000;107.697;0.2133;819.090;617.480;23.389;43.306;43.290;92.500
29.665.000;107.724;0.1989;808.848;644.650;24.155;58.319;57.713;92.500
29.670.000;108.425;0.1673;786.604;662.920;24.591;81.945;80.222;92.500
29.675.000;109.553;0.1463;757.151;684.910;25.096;118.105;114.290;92.500
29.680.000;110.674;0.1233;708.621;690.970;25.852;191.485;182.280;92.500
29.685.000;111.835;0.1088;658.847;688.600;25.978;312.353;292.207;92.500
29.690.000;112.098;0.1119;614.027;677.330;26.172;373.991;347.528;92.500
29.695.000;112.103;0.0840;574.081;660.530;26.561;415.330;384.323;92.500
29.700.000;112.100;0.0724;546.175;646.280;26.421;588.136;534.803;92.500
29.705.000;112.100;0.0608;527.665;618.240;26.518;745.973;670.158;92.500
29.710.000;112.100;0.0446;524.650;592.390;26.628;866.465;772.427;92.500
29.715.000;112.100;0.0399;539.010;569.280;26.720;804.619;720.036;92.500
29.720.000;112.100;0.0445;545.338;550.760;26.545;712.451;641.548;92.500
29.725.000;112.100;0.0427;551.007;531.280;26.395;669.303;604.619;92.500
29.730.000;112.050;0.0352;561.854;526.690;26.284;662.651;598.900;92.500
29.735.000;111.962;0.0277;571.264;522.340;26.473;793.741;710.755;92.500
29.740.000;111.875;0.0202;572.036;514.500;26.586;972.310;861.545;92.500
29.745.000;111.788;0.0127;564.401;507.330;26.346;1.228.898;1.075.632;92.500
29.750.000;111.700;0.0111;557.359;499.820;26.321;1.090.489;960.448;92.500
29.755.000;111.613;0.0183;557.078;496.220;26.474;950.757;843.344;92.500
29.760.000;111.525;0.0256;555.645;496.200;26.718;908.493;807.726;92.500
29.765.000;111.438;0.0356;545.858;502.270;26.922;935.804;830.706;92.500
29.770.000;111.350;0.0390;536.833;506.380;26.943;975.638;864.171;92.500
29.775.000;111.282;0.0366;534.364;517.870;27.036;1.041.366;919.251;92.500
29.780.000;111.241;0.0399;531.156;532.610;27.197;891.205;793.052;92.500
29.785.000;111.200;0.0430;527.541;551.520;27.356;846.055;754.878;92.500
29.790.000;111.158;0.0468;523.877;570.700;27.436;793.447;710.263;92.500
29.795.000;111.117;0.0490;521.014;578.180;27.277;706.964;636.575;92.500
29.800.000;111.076;0.0518;519.070;585.650;27.159;720.161;647.835;92.500
29.805.000;111.034;0.0603;517.059;587.250;26.890;679.614;613.153;92.500
29.810.000;110.993;0.0684;515.467;593.320;26.836;650.509;588.187;92.500
29.815.000;110.952;0.0659;514.409;595.930;26.771;681.292;614.566;92.500
29.820.000;110.910;0.0644;513.710;599.360;26.623;590.879;536.850;92.500
29.825.000;110.869;0.0792;513.737;599.350;26.734;535.693;489.105;92.500
29.830.000;110.828;0.0930;514.492;598.540;26.830;575.972;523.958;92.500
29.835.000;110.786;0.1000;515.245;593.240;26.760;706.964;636.476;92.500
29.840.000;110.744;0.0801;515.701;589.600;26.615;953.761;845.580;92.500
29.845.000;110.702;0.0517;529.548;587.130;26.499;1.291.757;1.127.291;92.500
29.850.000;110.684;0.0442;545.302;587.480;26.562;1.240.339;1.084.717;92.500
29.855.000;110.662;0.0510;565.960;598.510;26.536;1.111.930;977.970;92.500
29.860.000;110.639;0.0592;590.323;624.160;26.366;742.352;666.629;92.500
29.865.000;110.617;0.0762;613.302;660.010;26.007;495.573;454.177;92.500
29.870.000;110.595;0.1144;637.399;696.470;25.650;343.439;319.867;92.500
29.875.000;110.572;0.1526;661.275;751.860;25.361;280.408;263.148;92.500
29.880.000;110.550;0.1836;672.070;789.310;24.853;304.131;284.542;92.500
29.885.000;110.527;0.1957;682.985;814.210;24.504;362.775;337.166;92.500
29.890.000;110.503;0.1731;689.106;817.990;25.188;433.165;399.621;92.500
29.895.000;110.560;0.1495;693.338;805.820;25.704;530.515;484.528;92.500
29.900.000;110.636;0.1230;696.738;816.560;26.154;530.762;484.759;92.500
29.905.000;110.705;0.1037;698.956;831.540;25.934;485.998;445.848;92.500
29.910.000;110.844;0.1049;698.600;842.250;25.739;355.536;330.749;92.500
29.915.000;110.718;0.1074;694.508;842.230;25.536;236.389;223.274;92.500
29.920.000;110.419;0.0943;687.534;838.390;25.255;191.831;182.545;92.500
29.925.000;110.116;0.0762;683.067;810.080;25.139;188.409;179.359;92.500
29.930.000;109.817;0.0713;677.878;726.680;25.266;210.888;199.881;92.500
29.935.000;109.168;0.0605;670.365;695.980;25.141;247.887;233.444;92.500
29.940.000;108.614;0.0523;665.973;668.970;24.913;275.270;258.138;92.500
29.945.000;107.864;0.0611;665.060;656.870;24.553;226.065;213.386;92.500
29.950.000;106.861;0.0766;670.635;649.360;24.453;183.253;174.121;92.500
29.955.000;105.934;0.0921;680.753;647.580;24.487;188.409;178.699;92.500
29.960.000;105.347;0.1077;691.323;657.900;24.537;152.373;145.504;92.500
29.965.000;104.705;0.1232;706.042;687.860;24.338;120.856;116.244;92.500
29.970.000;104.495;0.1357;725.345;713.920;24.130;95.858;92.898;92.500
29.975.000;104.911;0.1373;743.091;726.550;23.946;76.031;74.292;92.500
29.980.000;105.020;0.1436;759.489;725.900;23.749;65.841;64.652;92.500
29.985.000;105.133;0.1507;771.507;718.390;23.584;65.051;63.912;92.500
29.990.000;105.248;0.1573;778.908;707.420;23.784;71.483;70.021;92.500
29.995.000;105.525;0.1561;780.869;696.090;23.916;74.639;73.033;92.500
30.000.000;105.743;0.1576;777.027;690.000;24.069;78.266;76.481;92.500
30.005.000;105.962;0.1598;766.748;693.230;24.014;76.449;74.785;92.500
30.010.000;106.183;0.1577;756.160;715.180;23.989;72.968;71.512;92.500
30.015.000;106.404;0.1526;755.038;747.330;24.088;71.353;70.002;92.500
30.020.000;106.625;0.1485;768.968;779.490;24.250;96.458;93.690;92.500
30.025.000;106.849;0.1371;760.605;814.750;24.610;153.726;146.962;92.500
30.030.000;107.039;0.1276;752.718;865.950;25.045;244.995;230.438;92.500
30.035.000;107.229;0.1204;748.362;925.910;25.182;402.177;371.648;92.500
30.040.000;107.511;0.1546;743.096;1.001.070;25.237;329.218;306.493;92.500
30.045.000;107.622;0.1969;738.732;1.056.080;25.032;285.643;267.311;92.500
30.050.000;107.822;0.2169;722.219;1.060.790;24.710;285.643;267.348;92.500
30.055.000;107.896;0.2093;738.496;1.045.450;24.167;319.505;297.845;92.500
30.060.000;108.219;0.1973;779.663;1.018.240;24.010;340.509;316.755;92.500
30.065.000;108.712;0.1927;810.301;976.830;23.508;318.657;297.241;92.500
30.070.000;108.889;0.1889;841.290;932.210;22.977;285.267;267.207;92.500
30.075.000;109.808;0.2308;863.421;893.020;22.751;255.375;240.340;92.500
30.080.000;109.511;0.2483;894.063;857.290;23.032;239.617;225.987;92.500
30.085.000;108.691;0.2565;928.297;828.840;23.097;243.356;229.238;92.500
30.090.000;108.813;0.2608;932.800;798.160;22.919;250.956;236.155;92.500
30.095.000;109.909;0.2596;955.342;792.020;23.404;244.090;230.119;92.500
30.100.000;110.903;0.2532;992.647;791.950;24.049;215.590;204.345;92.500
30.105.000;118.002;0.2397;1.031.892;798.100;23.541;191.567;183.496;92.500
30.110.000;127.658;0.2607;1.049.507;808.510;23.427;171.604;165.520;92.500
30.115.000;137.599;0.2889;1.040.759;822.110;24.014;166.730;161.171;92.500
30.120.000;126.595;0.2940;1.010.226;830.850;24.465;196.220;188.196;92.500
30.125.000;114.296;0.2958;956.143;840.200;25.709;252.898;238.894;92.500
30.130.000;108.582;0.2349;892.756;844.380;25.982;346.050;321.786;92.500
30.135.000;108.654;0.1607;824.086;852.200;26.073;485.675;445.068;92.500
30.140.000;108.861;0.0995;759.781;843.920;26.088;576.825;524.151;92.500
30.145.000;109.082;0.0931;718.449;818.780;25.600;464.814;426.968;92.500
30.150.000;109.294;0.0944;690.852;777.500;25.426;405.860;375.336;92.500
30.155.000;109.491;0.0977;675.595;742.470;25.317;376.969;349.616;92.500
30.160.000;109.382;0.1012;669.831;715.040;25.259;394.808;365.508;92.500
30.165.000;109.262;0.1028;665.619;693.690;25.399;457.524;420.635;92.500
30.170.000;109.137;0.1015;662.788;700.910;25.532;533.783;486.976;92.500
30.175.000;109.395;0.1008;664.056;723.930;25.610;587.593;533.568;92.500
30.180.000;109.840;0.1026;679.576;729.940;25.445;352.640;327.931;92.500
30.185.000;110.009;0.1058;701.174;726.060;24.904;214.025;202.763;92.500
30.190.000;108.146;0.1138;722.406;704.250;24.399;130.154;125.313;92.500
30.195.000;106.290;0.1237;742.439;668.910;24.104;109.561;105.908;92.500
30.200.000;104.368;0.1341;760.412;637.990;23.940;102.203;98.815;92.500
30.205.000;103.762;0.1390;777.888;613.760;23.968;102.335;98.870;92.500
30.210.000;103.550;0.1366;792.910;589.670;24.029;107.182;103.369;92.500
30.215.000;103.347;0.1369;793.760;574.550;24.086;100.653;97.252;92.500
30.220.000;103.428;0.1379;793.812;565.200;24.083;92.554;89.682;92.500
30.225.000;103.825;0.1205;793.831;557.750;23.985;85.106;82.733;92.500
30.230.000;104.218;0.1028;790.987;552.890;24.034;78.257;76.322;92.500
30.235.000;104.621;0.1044;782.955;556.990;23.880;71.960;70.412;92.500
30.240.000;104.592;0.1119;766.792;570.970;23.968;66.170;64.924;92.500
30.245.000;104.269;0.1229;749.945;587.010;24.180;64.452;63.266;92.500
30.250.000;105.102;0.1299;730.945;619.450;24.518;73.233;71.660;92.500
30.255.000;106.108;0.1224;710.464;653.110;24.845;88.739;86.380;92.500
30.260.000;107.121;0.1025;694.887;686.160;25.178;125.980;121.301;92.500
30.265.000;108.129;0.0855;680.190;713.140;25.544;178.858;170.270;92.500
30.270.000;108.854;0.0812;673.270;743.170;25.841;253.968;238.881;92.500
30.275.000;109.313;0.0873;677.774;773.170;26.120;361.572;335.810;92.500
30.280.000;109.373;0.0936;680.861;813.520;26.390;457.401;420.534;92.500
30.285.000;109.445;0.0957;681.858;832.070;26.200;467.034;428.963;92.500
30.290.000;109.515;0.0979;680.957;839.510;25.900;441.877;406.983;92.500
30.295.000;109.585;0.1000;665.162;843.690;26.007;421.209;388.879;92.500
30.300.000;109.656;0.0888;648.232;837.520;26.199;462.766;425.280;92.500
30.305.000;109.726;0.0778;630.359;831.090;26.395;538.449;491.134;92.500
30.310.000;109.797;0.0668;619.776;800.910;26.486;626.886;567.476;92.500
