DEPTH;CAL;NPHI;DT;GR;RHOB;RLLD;RT;BS
58.035.000;88.460;-0.0370;625.517;470.880;26.470;2.208.200;1.913.505;98.750
58.040.000;88.500;-0.0370;628.972;503.660;26.420;2.070.710;1.752.845;98.750
58.045.000;88.500;-0.0370;631.413;514.400;26.390;1.944.310;1.615.601;98.750
58.050.000;88.580;-0.0370;634.160;499.770;26.310;1.838.040;1.502.725;98.750
58.055.000;88.540;-0.0370;636.152;529.770;26.340;1.757.930;1.440.036;98.750
58.060.000;88.450;-0.0370;635.381;536.480;26.500;1.724.170;1.413.464;98.750
58.065.000;88.280;-0.0370;632.848;545.710;26.770;1.756.540;1.438.525;98.750
58.070.000;88.280;-0.0370;628.205;549.510;26.690;1.803.900;1.475.545;98.750
58.075.000;88.180;-0.0370;621.573;529.600;26.580;1.804.490;1.475.837;98.750
58.080.000;88.120;-0.0370;618.082;501.920;26.610;1.752.100;1.434.789;98.750
58.085.000;88.040;-0.0380;617.243;463.440;26.580;1.659.550;1.362.193;98.750
58.090.000;88.000;-0.0380;614.213;458.130;26.480;1.548.470;1.274.910;98.750
58.095.000;88.100;-0.0380;609.424;490.350;26.500;1.494.130;1.232.265;98.750
58.100.000;88.280;-0.0380;610.467;516.680;26.550;1.557.440;1.282.347;98.750
58.105.000;88.540;-0.0380;614.574;481.580;26.510;1.602.160;1.317.871;98.750
58.110.000;88.740;-0.0380;619.220;448.250;26.350;1.539.300;1.268.695;98.750
58.115.000;88.750;-0.0380;622.703;421.180;26.210;1.467.760;1.212.302;98.750
58.120.000;88.720;-0.0380;624.763;409.820;26.230;1.445.970;1.195.057;98.750
58.125.000;88.630;-0.0380;629.029;425.150;26.320;1.475.700;1.218.411;98.750
58.130.000;88.520;-0.0380;634.902;441.620;26.470;1.489.170;1.228.892;98.750
58.135.000;88.500;-0.0380;631.122;445.770;26.630;1.440.110;1.190.150;98.750
58.140.000;88.500;-0.0380;627.112;448.550;26.700;1.407.070;1.164.042;98.750
58.145.000;88.520;-0.0380;621.869;457.230;26.750;1.439.160;1.189.422;98.750
58.150.000;88.640;-0.0380;616.117;474.250;26.720;1.497.280;1.235.437;98.750
58.155.000;88.760;-0.0380;611.292;494.020;26.700;1.520.080;1.253.566;98.750
58.160.000;88.700;-0.0370;609.342;480.090;26.630;1.470.580;1.214.450;98.750
58.165.000;88.620;-0.0370;610.873;472.480;26.550;1.426.080;1.179.206;98.750
58.170.000;88.600;-0.0370;616.683;488.310;26.470;1.416.070;1.171.269;98.750
58.175.000;88.610;-0.0370;621.052;524.280;26.370;1.424.000;1.177.547;98.750
58.180.000;88.680;-0.0370;626.307;566.840;26.380;1.453.890;1.201.243;98.750
58.185.000;88.700;-0.0370;630.322;568.270;26.590;1.499.260;1.237.066;98.750
58.190.000;88.620;-0.0370;633.212;553.750;26.760;1.531.790;1.262.592;98.750
58.195.000;88.440;-0.0370;632.356;559.510;26.710;1.545.740;1.273.330;98.750
58.200.000;88.410;-0.0370;628.771;556.470;26.690;1.575.340;1.296.572;98.750
58.205.000;88.330;-0.0360;631.293;547.550;26.790;1.615.340;1.327.889;98.750
58.210.000;88.230;-0.0360;641.650;538.570;26.770;1.585.070;1.303.965;98.750
58.215.000;88.200;-0.0360;644.722;544.470;26.770;1.558.780;1.283.253;98.750
58.220.000;88.200;-0.0360;644.796;603.700;26.860;1.603.100;1.318.084;98.750
58.225.000;88.200;-0.0360;645.163;656.310;26.750;1.691.290;1.387.262;98.750
58.230.000;88.150;-0.0360;645.071;602.900;26.570;1.782.460;1.458.517;98.750
58.235.000;88.050;-0.0360;645.076;528.620;26.490;1.887.530;1.540.335;98.750
58.240.000;88.010;-0.0360;640.504;515.300;26.500;1.958.570;1.595.567;98.750
58.245.000;88.000;-0.0360;632.158;534.860;26.660;2.020.930;1.644.014;98.750
58.250.000;88.060;-0.0360;632.517;549.410;26.770;2.105.740;1.709.939;98.750
58.255.000;88.000;-0.0360;635.812;563.660;26.670;2.210.840;1.791.186;98.750
58.260.000;87.870;-0.0350;639.071;575.980;26.500;2.323.300;1.877.749;98.750
58.265.000;87.770;-0.0360;642.146;585.920;26.430;2.402.530;1.939.566;98.750
58.270.000;87.680;-0.0360;645.739;592.340;26.440;2.414.480;1.948.760;98.750
58.275.000;87.580;-0.0350;648.580;577.960;26.450;2.286.510;1.848.695;98.750
58.280.000;87.460;-0.0360;650.281;561.100;26.310;2.146.150;1.585.530;98.750
58.285.000;87.330;-0.0350;651.340;571.750;26.250;2.041.230;1.409.607;98.750
58.290.000;87.320;-0.0350;651.725;593.220;26.280;2.009.120;964.872;98.750
58.295.000;87.380;-0.0350;651.750;601.260;26.310;2.074.770;1.684.539;98.750
58.300.000;87.410;-0.0350;650.995;581.370;26.270;2.142.640;1.737.152;98.750
58.305.000;87.490;-0.0350;649.102;541.600;26.270;2.083.540;1.691.552;98.750
58.310.000;87.500;-0.0350;646.887;535.020;26.330;2.005.360;1.630.933;98.750
58.315.000;87.500;-0.0350;644.514;545.570;26.370;2.030.590;1.650.512;98.750
58.320.000;87.630;-0.0350;641.836;532.910;26.420;2.110.400;1.712.639;98.750
58.325.000;87.820;-0.0350;637.863;511.280;26.360;2.096.750;1.702.448;98.750
58.330.000;88.010;-0.0350;631.769;507.740;26.320;2.007.490;1.633.558;98.750
58.335.000;88.220;-0.0350;625.818;504.260;26.210;1.912.550;1.560.092;98.750
58.340.000;88.190;-0.0350;620.338;480.490;26.220;1.868.500;1.525.706;98.750
58.345.000;88.070;-0.0350;614.571;462.820;26.310;1.914.540;1.561.367;98.750
58.350.000;87.970;-0.0350;609.694;473.920;26.390;1.992.050;1.621.476;98.750
58.355.000;87.870;-0.0350;607.040;478.630;26.480;1.981.060;1.612.743;98.750
58.360.000;87.780;-0.0350;607.111;475.980;26.560;1.904.220;1.552.803;98.750
58.365.000;87.650;-0.0350;609.046;485.410;26.650;1.858.240;1.516.757;98.750
58.370.000;87.530;-0.0350;610.850;512.300;26.690;1.921.520;1.565.812;98.750
58.375.000;87.450;-0.0350;613.014;513.880;26.550;1.956.460;1.592.830;98.750
58.380.000;87.300;-0.0350;617.443;506.410;26.540;1.970.720;1.603.627;98.750
58.385.000;87.210;-0.0350;622.132;506.690;26.610;1.979.730;1.610.452;98.750
58.390.000;87.200;-0.0350;623.600;505.560;26.500;1.985.300;1.614.755;98.750
58.395.000;87.220;-0.0350;624.705;521.790;26.390;1.839.320;1.501.260;98.750
58.400.000;87.270;-0.0350;627.445;522.860;26.340;1.731.070;1.416.874;98.750
58.405.000;87.210;-0.0360;629.408;513.870;26.410;1.715.510;1.404.616;98.750
58.410.000;87.200;-0.0350;629.765;520.370;26.490;1.719.190;1.407.475;98.750
58.415.000;87.200;-0.0350;628.089;532.370;26.510;1.711.660;1.401.587;98.750
58.420.000;87.210;-0.0350;625.473;521.790;26.430;1.697.650;1.390.646;98.750
58.425.000;87.280;-0.0350;624.369;498.440;26.250;1.696.000;1.389.461;98.750
58.430.000;87.300;-0.0350;625.118;490.130;26.200;1.715.020;1.404.365;98.750
58.435.000;87.380;-0.0350;625.766;497.180;26.360;1.733.810;1.419.177;98.750
58.440.000;87.400;-0.0350;627.669;511.050;26.540;1.731.380;1.417.307;98.750
58.445.000;87.310;-0.0350;630.398;530.280;26.540;1.716.890;1.405.837;98.750
58.450.000;87.360;-0.0350;631.471;549.770;26.500;1.708.820;1.399.603;98.750
58.455.000;87.460;-0.0360;630.554;549.930;26.420;1.709.550;1.400.328;98.750
58.460.000;87.560;-0.0360;627.313;533.820;26.420;1.705.460;1.397.283;98.750
58.465.000;87.660;-0.0360;622.740;523.270;26.500;1.696.500;1.390.425;98.750
58.470.000;87.630;-0.0360;617.911;506.570;26.600;1.691.750;1.386.659;98.750
58.475.000;87.660;-0.0360;611.252;487.920;26.760;1.683.600;1.380.323;98.750
58.480.000;87.690;-0.0360;608.225;509.040;26.850;1.673.520;1.372.474;98.750
58.485.000;87.700;-0.0360;609.469;516.170;26.840;1.663.040;1.364.278;98.750
58.490.000;87.770;-0.0360;611.430;493.490;27.190;1.651.750;1.355.534;98.750
58.495.000;87.800;-0.0360;614.109;500.910;27.720;1.607.740;1.321.060;98.750
58.500.000;87.800;-0.0360;614.604;488.820;28.310;1.575.700;1.295.902;98.750
58.505.000;87.800;-0.0360;615.276;472.450;28.120;1.566.680;1.288.814;98.750
58.510.000;87.800;-0.0360;620.124;474.950;27.600;1.602.340;1.316.817;98.750
58.515.000;87.800;-0.0360;621.055;495.740;27.100;1.653.040;1.356.581;98.750
58.520.000;87.800;-0.0360;619.899;533.050;26.800;1.699.890;1.393.275;98.750
58.525.000;87.800;-0.0360;621.731;542.720;26.540;1.734.140;1.420.069;98.750
58.530.000;87.800;-0.0360;623.622;526.350;26.640;1.723.230;1.411.534;98.750
58.535.000;87.800;-0.0360;626.430;523.970;26.750;1.689.280;1.384.963;98.750
58.540.000;87.720;-0.0360;626.337;522.990;26.540;1.639.630;1.345.942;98.750
58.545.000;87.660;-0.0360;621.507;509.950;26.440;1.579.800;1.298.911;98.750
58.550.000;87.650;-0.0360;619.703;518.750;26.430;1.538.420;1.266.381;98.750
58.555.000;87.640;-0.0360;619.161;513.040;26.540;1.539.890;1.267.521;98.750
58.560.000;87.720;-0.0360;616.295;500.670;26.630;1.570.420;1.291.623;98.750
58.565.000;87.820;-0.0360;613.041;524.500;26.630;1.592.860;1.309.385;98.750
58.570.000;87.920;-0.0360;611.122;521.800;26.470;1.593.790;1.310.256;98.750
58.575.000;88.020;-0.0360;615.499;493.090;26.440;1.578.130;1.298.095;98.750
58.580.000;88.090;-0.0360;622.517;474.900;26.510;1.544.460;1.271.720;98.750
58.585.000;88.130;-0.0360;627.646;495.390;26.450;1.504.040;1.239.957;98.750
58.590.000;88.180;-0.0360;631.899;550.150;26.310;1.459.060;1.204.567;98.750
58.595.000;88.220;-0.0370;636.730;572.800;26.270;1.437.700;1.187.761;98.750
58.600.000;88.290;-0.0370;641.637;562.000;26.310;1.436.930;1.187.238;98.750
58.605.000;88.300;-0.0370;643.391;568.910;26.390;1.440.890;1.190.376;98.750
58.610.000;88.300;-0.0370;640.754;573.100;26.510;1.444.810;1.193.468;98.750
58.615.000;88.320;-0.0370;638.146;550.750;26.630;1.445.230;1.193.823;98.750
58.620.000;88.390;-0.0370;635.121;546.730;26.750;1.442.280;1.191.580;98.750
58.625.000;88.400;-0.0370;630.892;564.890;26.730;1.444.980;1.193.723;98.750
58.630.000;88.400;-0.0370;629.888;576.510;26.660;1.448.410;1.196.429;98.750
58.635.000;88.380;-0.0370;630.436;562.030;26.800;1.455.640;1.202.108;98.750
58.640.000;88.320;-0.0370;630.413;520.220;26.680;1.473.270;1.215.937;98.750
58.645.000;88.390;-0.0370;629.607;550.090;26.580;1.511.760;1.246.363;98.750
58.650.000;88.480;-0.0370;628.436;562.840;26.570;1.569.420;1.291.867;98.750
58.655.000;88.490;-0.0370;628.844;534.060;26.680;1.591.480;1.309.223;98.750
58.660.000;88.570;-0.0370;631.765;517.540;26.640;1.579.120;1.299.618;98.750
58.665.000;88.660;-0.0370;632.856;522.720;26.650;1.573.210;1.295.094;98.750
58.670.000;88.760;-0.0370;634.415;543.130;26.670;1.588.710;1.307.423;98.750
58.675.000;88.730;-0.0370;635.521;570.500;26.570;1.612.070;1.325.741;98.750
58.680.000;88.710;-0.0360;636.837;598.720;26.560;1.616.120;1.328.892;98.750
58.685.000;88.700;-0.0360;638.310;597.610;26.680;1.564.620;1.288.386;98.750
58.690.000;88.750;-0.0360;638.110;573.890;26.810;1.476.170;1.218.762;98.750
58.695.000;88.840;-0.0360;639.108;556.080;26.680;1.390.560;1.151.229;98.750
58.700.000;88.900;-0.0360;640.362;535.330;26.470;1.340.840;1.111.919;98.750
58.705.000;88.850;-0.0360;640.809;520.020;26.270;1.353.050;1.121.537;98.750
58.710.000;88.750;-0.0360;641.793;553.130;26.270;1.412.450;1.168.430;98.750
58.715.000;88.760;-0.0360;639.173;600.860;26.350;1.521.210;1.254.279;98.750
58.720.000;88.750;-0.0360;635.176;596.920;26.410;1.615.620;1.328.544;98.750
58.725.000;88.710;-0.0370;630.899;540.270;26.470;1.589.320;1.307.814;98.750
58.730.000;88.700;-0.0370;624.356;498.890;26.520;1.479.140;1.221.028;98.750
58.735.000;88.700;-0.0370;620.773;495.980;26.510;1.404.500;1.162.076;98.750
58.740.000;88.730;-0.0370;619.109;479.750;26.560;1.355.220;1.123.109;98.750
58.745.000;88.810;-0.0370;617.329;505.100;26.590;1.338.990;1.110.339;98.750
58.750.000;88.930;-0.0370;619.539;546.100;26.570;1.355.980;1.123.938;98.750
58.755.000;89.090;-0.0370;622.994;571.200;26.600;1.384.300;1.146.553;98.750
58.760.000;89.210;-0.0370;626.254;532.640;26.670;1.421.240;1.175.927;98.750
58.765.000;89.280;-0.0370;627.470;534.090;26.600;1.474.560;1.218.149;98.750
58.770.000;89.320;-0.0370;624.260;542.910;26.530;1.499.610;1.237.973;98.750
58.775.000;89.380;-0.0370;622.869;535.360;26.510;1.451.240;1.199.851;98.750
58.780.000;89.420;-0.0370;626.839;519.100;26.580;1.371.990;1.137.183;98.750
58.785.000;89.470;-0.0380;630.841;506.470;26.530;1.304.990;1.084.084;98.750
58.790.000;89.410;-0.0380;633.922;536.970;26.410;1.236.270;1.029.370;98.750
58.795.000;89.320;-0.0370;638.770;579.870;26.330;1.172.310;978.298;98.750
58.800.000;89.300;-0.0380;651.059;607.840;26.330;1.105.820;925.147;98.750
58.805.000;89.380;-0.0380;672.255;608.770;26.410;1.038.040;870.899;98.750
58.810.000;89.390;-0.0380;703.219;615.200;26.540;978.270;822.874;98.750
58.815.000;89.500;-0.0380;763.325;651.310;26.710;952.930;802.549;98.750
58.820.000;89.430;-0.0380;827.307;712.890;26.700;1.001.800;841.827;98.750
58.825.000;89.340;-0.0380;892.448;801.670;26.640;1.222.800;1.018.564;98.750
58.830.000;89.170;-0.0380;958.445;1.023.010;26.640;1.666.140;1.368.803;98.750
58.835.000;89.030;-0.0380;972.270;1.109.020;26.750;2.024.640;1.648.647;98.750
58.840.000;89.070;-0.0380;952.678;1.099.920;26.860;2.043.810;1.663.629;98.750
58.845.000;89.100;-0.0380;915.537;931.640;26.990;1.847.510;1.510.710;98.750
58.850.000;89.100;-0.0380;841.468;717.930;26.930;1.775.830;1.454.662;98.750
58.855.000;89.150;-0.0380;768.613;508.950;26.800;1.891.770;1.545.351;98.750
58.860.000;89.250;-0.0380;695.439;532.540;26.810;1.980.540;1.614.736;98.750
58.865.000;89.290;-0.0380;626.493;513.830;27.080;1.957.440;1.596.813;98.750
58.870.000;89.350;-0.0380;604.721;469.510;27.130;1.820.550;1.490.057;98.750
58.875.000;89.450;-0.0380;603.623;420.410;27.130;1.602.970;1.319.555;98.750
58.880.000;89.490;-0.0380;603.573;418.200;27.090;1.382.450;1.145.524;98.750
58.885.000;89.580;-0.0380;607.800;456.120;26.980;1.222.070;1.018.207;98.750
58.890.000;89.350;-0.0380;612.228;508.250;26.900;1.123.340;939.184;98.750
58.895.000;88.950;-0.0380;616.298;551.420;27.000;1.123.050;938.594;98.750
58.900.000;88.540;-0.0380;619.908;561.090;27.230;1.248.620;1.038.276;98.750
58.905.000;88.240;-0.0380;620.270;548.900;27.250;1.407.410;1.163.772;98.750
58.910.000;88.080;-0.0380;619.758;521.870;27.130;1.365.530;1.130.471;98.750
58.915.000;87.980;-0.0380;619.082;485.270;27.000;1.271.100;1.055.543;98.750
58.920.000;87.880;-0.0380;618.232;473.190;26.910;1.225.450;1.019.183;98.750
58.925.000;87.780;-0.0380;618.798;504.370;26.880;1.305.100;1.082.286;98.750
58.930.000;87.750;-0.0380;619.378;538.410;26.910;1.492.190;1.230.019;98.750
58.935.000;87.790;-0.0380;622.416;563.300;27.080;1.460.490;1.205.095;98.750
58.940.000;87.830;-0.0380;629.266;547.830;27.320;1.370.350;1.133.984;98.750
58.945.000;87.940;-0.0380;631.797;504.090;27.710;1.345.350;1.114.333;98.750
58.950.000;88.200;-0.0380;627.765;519.140;27.950;1.531.170;1.261.294;98.750
58.955.000;88.540;-0.0380;615.313;541.530;28.300;3.483.500;2.789.315;98.750
58.960.000;88.830;-0.0390;600.209;478.270;28.850;6.654.250;5.315.615;98.750
58.965.000;88.980;-0.0390;587.579;369.180;29.360;188.520;8.140.424;98.750
58.970.000;88.950;-0.0390;572.204;252.080;29.850;4.369.750;11.480.712;98.750
58.975.000;88.780;-0.0390;554.053;140.730;29.870;6.571.750;13.237.184;98.750
58.980.000;88.590;-0.0390;541.017;92.980;29.760;8.356.670;14.659.453;98.750
58.985.000;88.400;-0.0390;535.093;71.770;29.670;8.558.719;14.817.283;98.750
58.990.000;88.220;-0.0400;535.865;57.640;29.730;000.6700;15.969.750;98.750
58.995.000;88.110;-0.0400;538.236;54.400;29.620;5.567.549;22.510.095;98.750
59.000.000;88.020;-0.0390;539.655;62.340;29.530;7.057.402;19.769.043;0    9.8750
59.005.000;88.000;-0.0390;540.508;78.650;29.610;67.850.195;34.503.246;0    9.8750
59.010.000;88.000;-0.0390;540.953;95.030;29.570;97.543.301;66.181.164;0    9.8750
59.015.000;87.910;-0.0390;541.281;96.380;29.430;11.822.891;69.289.906;5    9.8750
59.020.000;87.900;-0.0390;541.478;95.410;29.380;12.709.609;69.096.648;9    9.8750
59.025.000;87.900;-0.0390;541.612;108.320;29.400;12.302.695;68.909.304;8    9.8750
59.030.000;87.900;-0.0390;541.636;114.790;29.330;11.939.902;69.192.750;3    9.8750
59.035.000;87.970;-0.0390;541.468;108.990;29.240;12.616.602;70.041.914;9    9.8750
59.040.000;88.000;-0.0390;541.083;103.980;29.210;13.421.797;71.070.929;0    9.8750
59.045.000;88.000;-0.0390;540.540;105.500;29.290;13.509.297;71.828.562;5    9.8750
59.050.000;88.000;-0.0390;539.687;107.220;29.500;13.918.809;72.444.093;5    9.8750
59.055.000;88.000;-0.0390;538.610;107.660;29.720;13.984.805;72.736.851;0    9.8750
59.060.000;88.000;-0.0390;537.746;105.560;29.770;14.437.598;73.040.023;6    9.8750
59.065.000;88.000;-0.0390;537.352;102.370;29.680;14.466.797;73.241.328;4    9.8750
59.070.000;88.000;-0.0390;537.628;98.920;29.660;14.882.793;73.522.750;1    9.8750
59.075.000;88.000;-0.0390;538.751;94.290;29.580;14.364.707;73.536.320;0    9.8750
59.080.000;88.070;-0.0390;540.583;97.630;29.390;14.879.004;73.733.718;2    9.8750
59.085.000;88.100;-0.0390;542.908;107.700;29.110;14.816.406;73.780.148;1    9.8750
59.090.000;88.100;-0.0380;545.159;116.780;28.840;14.231.992;73.845.781;0    9.8750
59.095.000;88.100;-0.0380;546.608;115.960;28.740;16.006.602;74.762.609;4    9.8750
59.100.000;88.160;-0.0380;546.982;104.900;28.860;22.299.102;77.071.273;3    9.8750
59.105.000;88.190;-0.0390;545.721;91.530;29.070;40.300.781;82.487.445;6    9.8750
59.110.000;88.260;-0.0400;542.422;82.510;29.160;34.493.594;26.701.287;7    9.8750
59.115.000;88.280;-0.0410;537.211;84.430;29.090;9.864.707;24.735.878;5    9.8750
59.120.000;88.360;-0.0420;529.785;91.700;28.950;6.618.203;24.479.169;8    9.8750
59.125.000;89.100;-0.0410;521.125;98.200;28.860;9.227.402;24.710.361;1    9.8750
59.130.000;92.730;-0.0410;514.068;98.760;28.730;12.592.891;25.092.769;1    9.8750
59.135.000;96.110;-0.0400;510.743;91.030;28.390;14.668.594;25.365.750;8    9.8750
59.140.000;97.320;-0.0400;512.377;91.210;28.070;15.440.098;25.466.109;2    9.8750
59.145.000;96.770;-0.0400;519.708;99.770;28.280;14.565.391;25.378.193;5    9.8750
59.150.000;96.370;-0.0390;529.825;99.300;28.570;13.902.598;25.312.164;0    9.8750
59.155.000;96.630;-0.0390;539.195;103.150;28.660;12.902.402;25.239.646;7    9.8750
59.160.000;96.690;-0.0390;547.829;122.150;28.770;11.757.207;25.149.140;4    9.8750
59.165.000;96.460;-0.0390;554.747;125.340;28.920;11.017.891;25.082.349;7    9.8750
59.170.000;96.310;-0.0390;559.129;123.180;29.110;10.457.598;25.032.505;7    9.8750
59.175.000;96.460;-0.0380;562.419;122.460;29.290;10.472.793;25.038.388;3    9.8750
59.180.000;96.640;-0.0380;564.021;131.790;29.540;11.313.008;25.111.753;9    9.8750
59.185.000;96.340;-0.0380;563.697;141.530;29.250;11.454.805;25.113.845;5    9.8750
59.190.000;94.880;-0.0370;564.150;133.460;29.090;13.330.195;25.219.322;8    9.8750
59.195.000;91.680;-0.0370;564.293;136.970;29.210;20.254.395;25.674.154;1    9.8750
59.200.000;90.020;-0.0370;562.830;144.480;29.260;25.713.105;26.057.701;3    9.8750
59.205.000;89.790;-0.0370;559.560;129.270;29.210;21.380.703;25.703.709;6    9.8750
59.210.000;90.050;-0.0370;553.663;133.310;29.170;14.603.398;25.169.845;0    9.8750
59.215.000;90.490;-0.0370;546.814;122.570;29.200;14.021.406;73.111.742;3    9.8750
59.220.000;90.890;-0.0370;542.337;103.440;29.310;15.950.195;72.696.531;2    9.8750
59.225.000;91.220;-0.0370;540.061;103.330;29.520;22.060.000;25.804.091;9    9.8750
59.230.000;91.390;-0.0370;538.846;108.410;29.600;34.366.602;26.795.804;7    9.8750
59.235.000;91.240;-0.0370;537.965;104.200;29.560;33.701.914;26.737.533;6    9.8750
59.240.000;90.710;-0.0360;537.222;97.220;29.480;18.345.996;25.490.283;1    9.8750
59.245.000;90.520;-0.0360;536.554;109.670;29.480;10.215.195;24.833.347;8    9.8750
59.250.000;90.870;-0.0360;536.043;118.660;29.420;12.784.004;25.049.931;6    9.8750
59.255.000;90.950;-0.0350;535.971;121.300;29.400;15.711.191;25.286.886;7    9.8750
59.260.000;90.590;-0.0350;536.216;127.900;29.530;17.475.801;25.416.796;5    9.8750
59.265.000;90.280;-0.0350;537.259;126.630;29.550;8.003.594;24.648.912;5    9.8750
59.270.000;90.130;-0.0350;539.233;116.280;29.450;98.606.895;23.892.433;2    9.8750
59.275.000;90.070;-0.0350;541.869;102.610;29.460;7.757.500;24.622.753;1    9.8750
59.280.000;90.040;-0.0350;544.735;89.390;29.560;12.855.703;25.029.707;7    9.8750
59.285.000;90.120;-0.0350;547.302;86.600;29.610;13.457.305;25.080.345;3    9.8750
59.290.000;90.320;-0.0340;549.952;112.600;29.580;14.481.797;25.168.607;9    9.8750
59.295.000;90.690;-0.0340;553.165;127.710;29.590;15.076.406;25.227.853;0    9.8750
59.300.000;91.100;-0.0340;555.878;123.190;29.590;16.770.000;25.376.445;8    9.8750
59.305.000;91.200;-0.0340;556.703;120.350;29.540;18.865.703;71.275.882;6    9.8750
59.310.000;91.120;-0.0350;555.387;133.360;29.480;19.525.293;71.638.414;5    9.8750
59.315.000;91.010;-0.0350;552.861;141.360;29.400;9.607.109;69.855.921;7    9.8750
59.320.000;90.840;-0.0350;549.470;132.390;29.220;72.372.402;61.647.519;3    9.8750
59.325.000;90.570;-0.0350;546.026;143.570;29.080;3.075.471;26.760.825;98.750
59.330.000;90.260;-0.0350;542.704;141.260;29.060;4.186.910;14.489.919;98.750
59.335.000;89.700;-0.0360;548.674;153.660;28.830;6.385.640;5.106.597;98.750
59.340.000;89.190;-0.0360;569.292;210.200;28.400;4.286.020;3.425.344;98.750
59.345.000;88.880;-0.0360;596.432;340.140;28.070;2.186.410;1.773.679;98.750
59.350.000;88.870;-0.0360;622.292;515.100;27.410;581.020;499.510;98.750
59.355.000;88.950;-0.0360;637.777;637.500;27.040;384.000;336.040;98.750
59.360.000;88.990;-0.0360;648.671;666.980;27.050;295.560;262.796;98.750
59.365.000;89.040;-0.0360;655.781;635.900;27.060;260.830;233.671;98.750
59.370.000;89.090;-0.0360;652.455;542.520;26.990;250.370;224.857;98.750
59.375.000;89.100;-0.0360;638.665;488.150;26.990;246.030;221.191;98.750
59.380.000;89.100;-0.0350;620.666;489.390;27.040;245.020;220.337;98.750
59.385.000;89.080;-0.0350;606.287;507.990;27.080;251.010;225.395;98.750
59.390.000;88.950;-0.0350;602.814;521.330;27.090;276.600;246.910;98.750
59.395.000;88.790;-0.0350;598.371;501.400;27.130;335.940;296.354;98.750
59.400.000;88.680;-0.0350;589.584;480.230;27.190;479.560;415.595;98.750
59.405.000;88.590;-0.0350;577.342;457.860;27.100;780.190;744.070;98.750
59.410.000;88.490;-0.0350;564.661;397.180;27.060;1.093.400;1.207.397;98.750
59.415.000;88.420;-0.0350;554.319;312.500;27.190;1.098.010;1.202.603;98.750
59.420.000;88.350;-0.0350;546.729;229.650;27.130;960.900;1.014.388;98.750
59.425.000;88.110;-0.0350;540.401;234.910;27.010;802.230;817.125;98.750
59.430.000;87.640;-0.0350;537.343;249.460;27.040;672.600;653.826;98.750
59.435.000;87.190;-0.0350;539.616;255.970;26.940;614.750;579.613;98.750
59.440.000;87.110;-0.0350;544.050;245.800;26.760;618.220;576.035;98.750
59.445.000;87.200;-0.0350;548.180;222.490;26.780;647.380;588.624;98.750
59.450.000;87.280;-0.0350;551.109;237.370;26.960;717.780;610.751;98.750
59.455.000;87.300;-0.0350;552.765;255.340;27.080;847.170;746.582;98.750
59.460.000;87.320;-0.0350;552.961;253.360;27.200;1.091.240;988.906;98.750
59.465.000;87.390;-0.0350;551.482;251.110;27.210;1.440.300;1.404.250;98.750
59.470.000;87.400;-0.0350;551.190;257.280;27.240;2.174.280;2.736.449;98.750
59.475.000;87.400;-0.0350;555.944;271.150;27.320;2.655.650;3.876.851;98.750
59.480.000;87.410;-0.0350;568.733;293.000;27.280;2.102.130;2.866.783;98.750
59.485.000;87.500;-0.0350;599.380;331.200;27.170;1.629.260;2.095.884;98.750
59.490.000;87.670;-0.0350;642.975;419.570;27.070;1.202.890;1.300.046;98.750
59.495.000;87.820;-0.0350;687.944;592.030;26.940;878.850;741.551;98.750
59.500.000;88.160;-0.0350;727.776;735.000;26.800;876.270;739.685;98.750
59.505.000;88.370;-0.0350;757.432;808.680;26.650;956.410;804.404;98.750
59.510.000;88.310;-0.0350;774.604;804.290;26.510;1.038.340;870.128;98.750
59.515.000;88.210;-0.0350;781.485;755.610;26.470;1.118.730;934.339;98.750
59.520.000;88.130;-0.0350;767.474;705.280;26.370;1.160.340;967.457;98.750
59.525.000;88.190;-0.0350;740.452;676.670;26.400;1.185.070;987.213;98.750
59.530.000;88.200;-0.0350;712.625;679.010;26.490;1.209.890;1.006.975;98.750
59.535.000;88.200;-0.0350;692.268;656.690;26.490;1.234.880;1.026.844;98.750
59.540.000;88.140;-0.0350;679.035;632.780;26.540;1.260.990;1.047.521;98.750
59.545.000;88.030;-0.0350;672.567;606.620;26.450;1.289.090;1.069.699;98.750
59.550.000;88.080;-0.0350;666.634;594.450;26.270;1.324.640;1.097.926;98.750
59.555.000;88.100;-0.0340;661.160;613.890;26.360;1.364.630;1.129.599;98.750
59.560.000;88.100;-0.0340;657.299;639.120;26.430;1.385.180;1.145.846;98.750
59.565.000;88.030;-0.0350;656.614;642.200;26.420;1.368.500;1.132.575;98.750
59.570.000;88.000;-0.0350;656.504;612.570;26.380;1.339.310;1.109.446;98.750
59.575.000;88.000;-0.0350;658.712;586.920;26.290;1.319.000;1.093.362;98.750
59.580.000;87.930;-0.0350;656.977;596.020;26.310;1.314.190;1.089.473;98.750
59.585.000;87.960;-0.0350;656.972;621.660;26.410;1.316.380;1.091.240;98.750
59.590.000;88.050;-0.0350;660.372;640.370;26.430;1.318.870;1.093.311;98.750
59.595.000;88.090;-0.0360;664.005;631.070;26.290;1.330.690;1.102.716;98.750
59.600.000;88.100;-0.0360;667.556;647.250;26.250;1.350.710;1.118.573;98.750
59.605.000;88.140;-0.0360;671.128;649.050;26.160;1.377.240;1.139.603;98.750
