DEPTH,CAL,NPHI,DT,GR,RHOB,RLLD,RT,BS,RLLD_log
5050.0,9.305,0.125,53.762,49.146,2.662,138.272,115.2327,9.875,4.929222759749522
5050.5,9.302,0.117,54.5262,52.425,2.667,129.665,108.3517,9.875,4.864954201397293
5051.0,9.288,0.107,54.9534,56.659,2.678,135.412,112.93,9.875,4.908321982843564
5051.5,9.277,0.098,55.2837,60.925,2.682,168.232,138.9892,9.875,5.125343979146403
5052.0,9.271,0.094,55.5497,60.609,2.679,226.49,184.7159,9.875,5.422700793838069
5052.5,9.271,0.096,55.4885,55.101,2.67,270.769,219.5351,9.875,5.601266058857515
5053.0,9.267,0.097,55.2042,53.226,2.665,289.55,234.3705,9.875,5.668327993671799
5053.5,9.258,0.1,54.8122,53.517,2.666,263.577,213.8082,9.875,5.574345545407287
5054.0,9.248,0.105,54.2233,51.186,2.672,233.963,190.4866,9.875,5.455162983197351
5054.5,9.239,0.11,53.7192,51.656,2.679,200.943,164.6732,9.875,5.30302128575252
5055.0,9.226,0.118,53.3599,54.493,2.685,164.63,136.064,9.875,5.10370053165993
5055.5,9.21,0.129,53.0871,49.913,2.679,125.824,105.1806,9.875,4.8348841050846465
5056.0,9.2,0.138,52.9072,47.078,2.669,99.845,84.2804,9.875,4.6036189834953545
5056.5,9.19,0.138,52.6136,48.84,2.665,86.84,73.7293,9.875,4.464067345010091
5057.0,9.181,0.128,52.3149,50.583,2.67,93.151,78.8477,9.875,4.534221832363028
5057.5,9.172,0.103,52.1808,47.525,2.676,113.015,94.8721,9.875,4.727520553265552
5058.0,9.162,0.061,52.0805,41.445,2.676,194.64,159.5872,9.875,5.2711516984752675
5058.5,9.153,0.06,51.9003,34.82,2.673,441.045,432.1631,9.875,6.089146911057362
5059.0,9.151,0.059,51.6268,28.229,2.674,588.237,515.5535,9.875,6.377129927915761
5059.5,9.144,0.058,51.4592,24.214,2.676,572.585,458.8925,9.875,6.350161196023296
5060.0,9.134,0.056,51.4982,23.137,2.673,566.098,453.637,9.875,6.338767208091664
5060.5,9.125,0.055,51.5739,24.449,2.665,593.191,475.2943,9.875,6.38551643819993
5061.0,9.115,0.054,51.7733,26.767,2.656,538.924,431.759,9.875,6.289574559112014
5061.5,9.11,0.053,52.0497,28.809,2.647,465.681,373.0571,9.875,6.143500850358529
5062.0,9.11,0.06,52.2744,31.796,2.638,402.063,322.2227,9.875,5.996608792758196
5062.5,9.104,0.066,52.4143,34.56,2.634,361.283,290.2751,9.875,5.889661584735501
5063.0,9.106,0.07,52.5032,35.051,2.64,328.994,264.9417,9.875,5.796039513517007
5063.5,9.105,0.072,52.5145,31.012,2.656,292.313,236.0755,9.875,5.677825145982824
5064.0,9.101,0.072,52.4067,28.99,2.663,256.085,207.4703,9.875,5.545509420619386
5064.5,9.097,0.071,52.2047,30.282,2.666,226.685,184.4762,9.875,5.423561388584183
5065.0,9.092,0.069,52.0181,32.307,2.669,213.004,173.8095,9.875,5.361310944875818
5065.5,9.087,0.067,51.9085,34.493,2.679,222.025,180.8278,9.875,5.402789988144568
5066.0,9.082,0.067,51.8804,37.102,2.689,244.657,198.3922,9.875,5.499857229629099
5066.5,9.078,0.067,51.8619,36.762,2.69,272.32,220.2321,9.875,5.60697784538501
5067.0,9.072,0.068,51.8419,35.8,2.687,299.206,241.4059,9.875,5.70113229937519
5067.5,9.068,0.067,51.8234,33.458,2.681,323.843,260.7688,9.875,5.780258830450129
5068.0,9.061,0.064,51.8533,30.521,2.673,348.647,280.2135,9.875,5.854059949012188
5068.5,9.06,0.061,51.9003,30.585,2.671,372.204,298.6663,9.875,5.919442091060666
5069.0,9.06,0.06,51.9416,29.736,2.68,376.09,301.7078,9.875,5.929828476449581
5069.5,9.061,0.059,51.968,31.409,2.684,343.331,276.0436,9.875,5.838694996415973
5070.0,9.069,0.062,51.9847,34.074,2.677,309.857,249.7768,9.875,5.7361109007295
5070.5,9.062,0.067,51.9535,35.293,2.67,285.214,230.3546,9.875,5.653239775694393
5071.0,9.052,0.068,51.9313,34.53,2.669,289.085,233.3756,9.875,5.666720762515375
5071.5,9.042,0.066,51.9451,32.371,2.672,289.841,233.942,9.875,5.669332496760279
5072.0,9.047,0.064,51.9825,29.512,2.682,265.045,214.4053,9.875,5.579899622890666
5072.5,9.056,0.066,51.9638,28.441,2.685,233.842,189.9402,9.875,5.4546456736230695
5073.0,9.066,0.068,51.8772,30.118,2.68,212.987,173.7394,9.875,5.361231130982994
5073.5,9.062,0.069,51.7413,34.047,2.672,235.296,191.082,9.875,5.4608442960138115
5074.0,9.067,0.063,51.5743,38.142,2.669,286.243,231.1786,9.875,5.65684110042097
5074.5,9.069,0.052,51.3914,38.845,2.678,429.53,343.9204,9.875,6.06269158764624
5075.0,9.076,0.038,51.1991,34.45,2.694,911.752,836.0812,9.875,6.8153680232701515
5075.5,9.079,0.036,51.0369,29.548,2.706,878.228,757.8405,9.875,6.777906241017211
5076.0,9.085,0.038,51.0025,26.577,2.697,717.985,574.9983,9.875,6.576448677465094
5076.5,9.094,0.042,51.0914,26.076,2.684,634.617,508.2902,9.875,6.453021667318495
5077.0,9.104,0.046,51.2893,27.528,2.674,662.297,530.5264,9.875,6.495714095811341
5077.5,9.12,0.05,51.5423,29.619,2.668,672.524,538.8262,9.875,6.511037798571544
5078.0,9.134,0.054,51.7841,31.504,2.66,615.934,493.5726,9.875,6.423139814936171
5078.5,9.139,0.058,51.9801,32.717,2.651,521.399,417.8439,9.875,6.256515583584251
5079.0,9.14,0.062,52.086,32.298,2.657,426.274,341.616,9.875,6.055082331997998
5079.5,9.144,0.068,52.1091,31.384,2.666,356.32,286.5195,9.875,5.875829203509057
5080.0,9.149,0.073,52.0697,32.576,2.667,305.625,246.6886,9.875,5.722358860229137
5080.5,9.153,0.078,51.9489,35.068,2.668,274.31,222.0036,9.875,5.614258853713599
5081.0,9.161,0.084,51.8514,35.947,2.673,262.576,212.7527,9.875,5.570540563937272
5081.5,9.171,0.086,51.7745,38.284,2.672,261.14,211.6432,9.875,5.5650566619798925
5082.0,9.184,0.082,51.6645,42.041,2.668,266.225,215.6983,9.875,5.584341815901448
5082.5,9.2,0.081,51.5483,42.207,2.672,282.894,228.9125,9.875,5.645072269174868
5083.0,9.211,0.081,51.39,40.651,2.672,322.729,260.3492,9.875,5.776812961769444
5083.5,9.221,0.078,51.1772,40.325,2.675,390.273,313.4247,9.875,5.9668464942379655
5084.0,9.231,0.074,50.932,40.899,2.681,508.97,408.3517,9.875,6.232389075717279
5084.5,9.241,0.07,50.6784,39.514,2.69,711.327,570.7759,9.875,6.567132239686287
5085.0,9.249,0.065,50.4964,37.173,2.707,930.099,869.6651,9.875,6.835291032094634
5085.5,9.25,0.063,50.3621,36.078,2.723,936.607,842.4985,9.875,6.842263770563067
5086.0,9.25,0.066,50.2761,36.178,2.717,880.418,745.3144,9.875,6.780396794695464
5086.5,9.25,0.069,50.2706,36.308,2.702,839.235,673.4861,9.875,6.7324907625994355
5087.0,9.257,0.071,50.3458,36.488,2.699,877.648,739.543,9.875,6.77724560208702
5087.5,9.267,0.073,50.6128,36.724,2.696,943.117,831.7087,9.875,6.849190347047436
5088.0,9.269,0.078,50.8961,37.613,2.691,916.938,784.9501,9.875,6.82103985819315
5088.5,9.275,0.086,51.1073,40.444,2.699,886.843,711.9132,9.875,6.787667965515635
5089.0,9.284,0.086,51.2816,43.584,2.702,918.437,779.4625,9.875,6.82267331221023
5089.5,9.294,0.081,51.4182,43.615,2.696,982.574,874.1669,9.875,6.890175658973311
5090.0,9.3,0.08,51.5629,43.078,2.684,53.429,981.2919,9.875,3.9783536697174218
5090.5,9.3,0.079,51.5707,42.081,2.674,37.283,949.8494,9.875,3.6185374586826886
5091.0,9.3,0.079,51.4277,38.883,2.661,996.524,881.6346,9.875,6.90427322365786
5091.5,9.3,0.082,51.3016,38.329,2.662,998.568,879.0551,9.875,6.906322252690253
5092.0,9.305,0.087,51.2036,39.285,2.682,42.203,937.7657,9.875,3.742491308562582
5092.5,9.31,0.09,51.2109,40.582,2.694,82.894,998.4042,9.875,4.417562683164897
5093.0,9.31,0.093,51.334,41.773,2.702,14.111,906.1359,9.875,2.6469546350756237
5093.5,9.31,0.097,51.6003,42.973,2.713,879.973,706.7063,9.875,6.779891225183373
5094.0,9.31,0.1,52.1741,44.621,2.711,737.007,591.8903,9.875,6.602597390108953
5094.5,9.307,0.104,52.854,47.279,2.7,611.111,490.7649,9.875,6.415278612066144
5095.0,9.303,0.108,53.435,51.046,2.7,543.669,436.5825,9.875,6.298340605789188
5095.5,9.314,0.11,53.9582,55.247,2.7,509.006,408.8031,9.875,6.2324598043003006
5096.0,9.326,0.112,54.6073,59.052,2.701,488.318,392.2463,9.875,6.190966832972683
5096.5,9.335,0.119,55.0913,57.536,2.699,467.142,375.2785,9.875,6.146633279971917
5097.0,9.35,0.123,55.3797,56.913,2.708,437.618,351.6261,9.875,6.081346383717024
5097.5,9.358,0.122,55.6578,60.772,2.723,414.5,333.0839,9.875,6.02707297457535
5098.0,9.362,0.12,55.7727,59.468,2.732,410.221,329.6618,9.875,6.016696038867134
5098.5,9.37,0.121,55.7282,58.856,2.728,394.198,317.0801,9.875,5.976853321139032
5099.0,9.38,0.121,55.6387,61.958,2.717,350.351,282.6545,9.875,5.8589355091010376
5099.5,9.389,0.12,55.3258,60.508,2.707,290.812,235.7063,9.875,5.672677010282521
5100.0,9.39,0.12,55.0068,56.065,2.699,255.541,207.768,9.875,5.543382866437199
5100.5,9.39,0.118,54.5961,53.243,2.686,257.533,209.3483,9.875,5.551147867232403
5101.0,9.391,0.119,54.0057,53.434,2.674,274.35,222.6817,9.875,5.614404663504985
5101.5,9.399,0.121,53.5322,52.428,2.673,292.699,237.2273,9.875,5.679144777224631
5102.0,9.409,0.121,53.3286,49.356,2.675,308.102,249.4324,9.875,5.730430896980449
5102.5,9.41,0.116,53.279,48.272,2.686,320.12,258.9251,9.875,5.768695925498846
5103.0,9.41,0.113,53.2238,48.432,2.688,292.855,237.3824,9.875,5.6796776059772
5103.5,9.41,0.111,53.1891,49.239,2.678,263.107,213.8208,9.875,5.572560793545605
5104.0,9.41,0.111,53.2924,51.662,2.665,246.808,200.8838,9.875,5.50861070641674
5104.5,9.41,0.113,53.432,51.514,2.672,256.668,208.7122,9.875,5.547783420971322
5105.0,9.41,0.117,53.5578,51.207,2.697,278.089,225.6943,9.875,5.62794120634041
5105.5,9.41,0.12,53.5328,53.269,2.711,269.678,219.03,9.875,5.597228654701331
5106.0,9.41,0.123,53.4061,53.783,2.706,244.345,198.9307,9.875,5.498581161055403
5106.5,9.41,0.126,53.5569,52.527,2.692,223.237,182.4542,9.875,5.408233987378046
5107.0,9.41,0.126,53.981,50.157,2.692,219.22,179.3107,9.875,5.390075791787577
5107.5,9.417,0.118,54.4675,49.955,2.695,248.188,201.9963,9.875,5.514186523495334
5108.0,9.414,0.111,54.8552,55.351,2.688,315.409,255.2168,9.875,5.753870209315222
5108.5,9.404,0.113,55.0977,60.155,2.675,543.53,437.0199,9.875,6.29808490283001
5109.0,9.406,0.114,55.2785,60.642,2.664,824.637,663.0576,9.875,6.714943289506277
5109.5,9.41,0.115,55.5378,58.063,2.66,823.424,662.1152,9.875,6.71347125634848
5110.0,9.41,0.12,55.5187,55.423,2.66,694.445,558.4032,9.875,6.543112965393908
5110.5,9.41,0.124,55.3293,53.188,2.673,553.425,445.009,9.875,6.31612624161254
5111.0,9.41,0.124,55.193,57.103,2.682,418.876,336.8182,9.875,6.037574933401685
5111.5,9.414,0.121,55.2102,58.39,2.689,331.307,267.7606,9.875,5.803045437968844
5112.0,9.423,0.121,55.4703,58.946,2.701,288.43,233.916,9.875,5.664452422192262
5112.5,9.429,0.113,55.7182,59.755,2.69,325.489,263.2199,9.875,5.785328666914761
5113.0,9.43,0.1,55.772,60.489,2.694,480.92,386.804,9.875,6.175700936106709
5113.5,9.432,0.082,55.8341,58.839,2.704,785.244,714.7578,9.875,6.665994497510863
5114.0,9.44,0.074,55.7915,55.134,2.682,200.0551,1259.7106,9.875,5.298592828604881
5114.5,9.448,0.076,55.6171,54.545,2.677,399.381,1468.1777,9.875,5.989915848493126
5115.0,9.45,0.078,55.2711,54.41,2.671,256.2629,1191.7068,9.875,5.546203870648943
5115.5,9.449,0.089,54.8428,54.116,2.66,970.672,780.8959,9.875,6.877988615138866
5116.0,9.442,0.104,54.9308,52.63,2.66,688.128,553.5439,9.875,6.533974867140466
5116.5,9.44,0.124,55.9369,51.821,2.67,405.583,326.2871,9.875,6.0053255381836
5117.0,9.447,0.143,58.6637,54.433,2.684,214.932,176.0247,9.875,5.3703216990311216
5117.5,9.441,0.147,63.1262,62.686,2.682,222.623,182.036,9.875,5.405479757852459
5118.0,9.447,0.131,67.9307,76.871,2.675,302.549,245.1539,9.875,5.712243247824064
5118.5,9.464,0.11,72.9341,92.43,2.665,450.744,362.6866,9.875,6.110899550846746
5119.0,9.477,0.098,77.8642,103.417,2.656,659.498,600.5392,9.875,6.491478939552316
5119.5,9.487,0.086,82.1034,125.755,2.649,848.836,868.4951,9.875,6.743865999218471
5120.0,9.496,0.077,85.3029,147.254,2.646,862.174,913.906,9.875,6.759457106441974
5120.5,9.5,0.073,86.7299,170.017,2.641,630.978,612.5613,9.875,6.447270996640219
5121.0,9.499,0.081,86.7164,183.899,2.635,454.779,461.1737,9.875,6.119811586667843
5121.5,9.506,0.1,86.7178,186.799,2.626,360.942,472.7898,9.875,5.888717280604961
5122.0,9.515,0.119,86.7191,184.57,2.609,267.106,217.2665,9.875,5.587645583360432
5122.5,9.519,0.14,85.4596,172.716,2.564,173.269,143.3222,9.875,5.154845300166573
5123.0,9.524,0.163,84.0878,146.043,2.532,79.432,67.8638,9.875,4.374901309731293
5123.5,9.532,0.186,83.2231,119.369,2.538,21.994,16.2466,9.875,3.090769688888743
5124.0,9.546,0.208,82.613,92.696,2.573,29.558,26.4769,9.875,3.386354434792381
5124.5,9.56,0.218,82.2221,93.067,2.62,37.558,46.774,9.875,3.6258864047860144
5125.0,9.582,0.216,81.6022,97.336,2.636,28.046,26.5705,9.875,3.3338460193044592
5125.5,9.611,0.209,81.0837,99.819,2.622,20.966,19.1961,9.875,3.042902078030381
5126.0,9.636,0.215,81.9064,99.783,2.606,15.213,9.0614,9.875,2.7221503254809916
5126.5,9.661,0.232,82.6096,97.542,2.585,12.244,11.5887,9.875,2.505036021083166
5127.0,9.686,0.253,82.5354,97.414,2.549,9.959,9.7656,9.875,2.2984766649495025
5127.5,9.714,0.275,82.1699,98.249,2.509,7.945,8.2652,9.875,2.072542799988679
5128.0,9.756,0.276,82.0355,98.122,2.477,6.005,6.3973,9.875,1.7925924555319468
5128.5,9.801,0.263,82.5627,95.839,2.454,4.642,5.2061,9.875,1.5351453078522455
5129.0,9.801,0.257,83.5086,88.808,2.435,3.615,4.2812,9.875,1.285091855610728
5129.5,9.752,0.259,84.1899,82.83,2.424,3.053,3.8765,9.875,1.1161247137527408
5130.0,9.695,0.267,84.5066,83.619,2.423,3.011,4.1599,9.875,1.102272249499597
5130.5,9.635,0.28,84.6734,87.326,2.421,3.118,4.4729,9.875,1.1371917706355847
5131.0,9.578,0.282,84.1887,85.036,2.417,3.228,4.7055,9.875,1.1718627504077024
5131.5,9.527,0.27,83.1983,77.724,2.412,3.306,4.9374,9.875,1.1957389993988325
5132.0,9.479,0.26,81.9307,69.07,2.414,3.265,4.9408,9.875,1.1832597627283945
5132.5,9.454,0.251,80.6439,62.45,2.412,2.98,4.353,9.875,1.091923300517313
5133.0,9.443,0.243,79.8191,59.802,2.4,2.98,4.4253,9.875,1.091923300517313
5133.5,9.424,0.245,79.1861,61.296,2.385,3.068,4.651,9.875,1.1210258835050098
5134.0,9.42,0.246,78.7317,63.655,2.372,3.159,4.7954,9.875,1.1502555218199482
5134.5,9.411,0.246,78.8093,65.033,2.363,3.09,4.4937,9.875,1.128171090909654
5135.0,9.423,0.246,79.0242,60.216,2.358,2.881,3.8889,9.875,1.0581374561023913
5135.5,9.458,0.244,78.8458,58.645,2.361,2.619,3.2363,9.875,0.9627925655255749
5136.0,9.516,0.25,78.368,62.726,2.374,2.386,2.6833,9.875,0.8696183236757244
5136.5,9.554,0.249,77.6572,63.531,2.385,2.384,2.5093,9.875,0.8687797492031033
5137.0,9.544,0.235,77.0051,59.02,2.395,2.697,2.2971,9.875,0.9921400441575929
5137.5,9.532,0.214,76.085,59.627,2.406,3.547,2.5565,9.875,1.2661021757914848
5138.0,9.537,0.191,74.7891,60.881,2.431,5.14,2.9392,9.875,1.6370530794670737
5138.5,9.552,0.173,74.7559,62.502,2.495,8.864,5.135,9.875,2.1819981300049283
5139.0,9.586,0.167,76.0363,66.539,2.556,25.276,22.8695,9.875,3.2298553289112086
5139.5,9.628,0.178,75.8446,80.958,2.601,38.584,30.703,9.875,3.6528376827666706
5140.0,9.646,0.179,74.7149,95.954,2.652,60.891,52.6299,9.875,4.109085380543599
5140.5,9.656,0.168,73.0161,102.807,2.669,92.72,78.8033,9.875,4.529584199031496
5141.0,9.666,0.165,71.5653,89.411,2.689,119.922,104.8305,9.875,4.7868415314404595
5141.5,9.663,0.172,70.2805,76.77,2.693,135.195,117.0875,9.875,4.906718180676482
5142.0,9.66,0.175,67.1909,65.83,2.694,141.077,117.8668,9.875,4.949305840610995
5142.5,9.665,0.167,63.8191,69.254,2.681,148.316,123.6655,9.875,4.999345132737593
5143.0,9.676,0.161,61.7076,70.06,2.681,165.433,143.664,9.875,5.108566279012919
5143.5,9.674,0.164,60.831,61.811,2.7,186.653,170.7648,9.875,5.229251278095075
5144.0,9.671,0.17,61.0274,56.607,2.708,183.909,163.3938,9.875,5.21444107005388
5144.5,9.67,0.173,61.3204,57.688,2.723,152.269,126.8297,9.875,5.025648693549274
5145.0,9.674,0.179,62.2105,62.896,2.729,133.056,111.4483,9.875,4.890770092235548
5145.5,9.679,0.184,63.937,68.26,2.719,130.21,109.1666,9.875,4.869148531740637
5146.0,9.683,0.186,65.4801,74.727,2.696,137.828,115.2885,9.875,4.926006530972032
5146.5,9.692,0.181,67.665,81.134,2.686,146.243,122.0406,9.875,4.985269621718621
5147.0,9.702,0.176,69.7173,85.864,2.682,132.821,116.5356,9.875,4.889002357070823
5147.5,9.709,0.175,71.7696,86.979,2.689,106.931,94.4231,9.875,4.6721837666373025
5148.0,9.713,0.182,74.7043,87.744,2.695,81.618,71.8464,9.875,4.402049825879348
5148.5,9.721,0.191,77.255,89.264,2.678,64.057,57.4516,9.875,4.1597733119885545
5149.0,9.731,0.2,79.4191,92.659,2.663,50.69,46.7267,9.875,3.925728652484258
5149.5,9.743,0.19,80.6992,100.909,2.648,40.958,39.7102,9.875,3.7125471514141206
5150.0,9.758,0.177,80.4954,107.946,2.625,30.172,29.6696,9.875,3.4069143419913845
5150.5,9.771,0.165,79.7447,104.704,2.593,20.778,20.6153,9.875,3.03389473464834
5151.0,9.79,0.162,78.6303,95.04,2.555,14.633,15.6372,9.875,2.6832792521102893
5151.5,9.81,0.173,76.4746,83.503,2.522,8.488,8.6304,9.875,2.138653401311682
5152.0,9.83,0.181,74.5282,71.804,2.487,5.026,5.0501,9.875,1.6146244391214004
5152.5,9.846,0.19,72.6568,65.109,2.448,4.792,5.3239,9.875,1.5669478608131482
5153.0,9.852,0.201,71.5908,62.012,2.449,4.813,5.4921,9.875,1.5713205903209722
5153.5,9.87,0.201,71.5422,59.994,2.458,5.044,5.8284,9.875,1.618199418102673
5154.0,9.889,0.201,71.687,57.786,2.466,5.529,6.6356,9.875,1.7100069673557958
5154.5,9.911,0.213,71.5936,56.773,2.483,6.13,7.7984,9.875,1.81319474994812
5155.0,9.939,0.222,71.5745,58.639,2.503,6.488,8.681,9.875,1.8699543168131119
5155.5,9.964,0.221,71.9954,62.034,2.515,5.833,7.6153,9.875,1.7635314477715005
5156.0,9.953,0.224,72.8998,63.264,2.503,4.759,5.7883,9.875,1.5600375621389735
5156.5,9.86,0.234,73.9424,64.275,2.47,3.88,4.3781,9.875,1.355835153635182
5157.0,9.753,0.233,74.7855,65.645,2.42,3.332,3.4379,9.875,1.2035727243045962
5157.5,9.744,0.243,75.465,64.473,2.388,3.237,3.3462,9.875,1.1746469749441073
5158.0,9.789,0.248,75.924,60.93,2.385,3.708,4.1126,9.875,1.3104926477036087
5158.5,9.833,0.246,75.9096,58.884,2.393,4.423,5.3363,9.875,1.4868181988861897
5159.0,9.89,0.248,75.5033,61.115,2.407,5.012,6.4645,9.875,1.6118350370338217
5159.5,9.933,0.253,75.0402,63.956,2.423,5.044,6.5894,9.875,1.618199418102673
5160.0,9.953,0.253,74.8373,64.246,2.43,4.537,5.6957,9.875,1.512266000681827
5160.5,9.866,0.246,74.9563,66.269,2.436,3.752,4.3389,9.875,1.322289031143978
5161.0,9.755,0.235,75.1883,67.529,2.416,3.26,3.5782,9.875,1.1817271953786161
5161.5,9.798,0.229,75.3952,63.103,2.392,3.054,3.1719,9.875,1.1164522067964406
5162.0,9.879,0.226,75.729,58.4,2.379,3.193,3.3094,9.875,1.160960913732645
5162.5,9.848,0.217,75.7682,55.802,2.376,3.784,4.2405,9.875,1.3307816511896318
5163.0,9.799,0.201,75.0652,55.007,2.378,4.669,5.4669,9.875,1.5409449159887998
5163.5,9.798,0.176,73.541,58.981,2.423,5.648,6.7151,9.875,1.7313015001909409
5164.0,9.858,0.153,71.5279,59.704,2.481,6.851,8.2727,9.875,1.924394627020762
5164.5,9.93,0.138,69.6042,57.725,2.521,8.567,11.0497,9.875,2.147917612981907
5165.0,9.988,0.148,68.0499,54.803,2.527,10.25,14.3947,9.875,2.327277705584417
5165.5,10.023,0.163,66.9629,51.894,2.516,9.904,13.9598,9.875,2.29293871594224
5166.0,9.992,0.185,66.7698,53.266,2.511,8.088,10.8698,9.875,2.09038148171817
5166.5,9.962,0.208,67.7411,56.15,2.49,6.525,8.5459,9.875,1.8756409532087572
5167.0,10.023,0.231,69.7732,58.781,2.481,5.21,6.626,9.875,1.6505798557652755
5167.5,10.064,0.23,72.2711,63.169,2.464,3.96,4.6201,9.875,1.3762440252663892
5168.0,9.953,0.214,74.3733,67.891,2.443,3.194,3.507,9.875,1.1612740497928207
5168.5,9.831,0.211,75.7363,66.712,2.418,2.888,3.0124,9.875,1.0605642210305797
5169.0,9.82,0.211,76.406,62.6,2.391,3.151,3.531,9.875,1.1477198627751375
5169.5,9.854,0.203,76.232,58.883,2.399,3.673,4.2908,9.875,1.3010087668375303
5170.0,9.909,0.192,75.1549,57.633,2.424,4.165,4.822,9.875,1.426716275618806
5170.5,9.99,0.187,73.6306,60.029,2.478,4.559,4.9491,9.875,1.5171033012313044
5171.0,10.034,0.184,71.9256,61.596,2.515,4.973,5.0107,9.875,1.6040232797326015
5171.5,10.033,0.177,70.4567,60.203,2.509,5.919,5.8979,9.875,1.7781675157085879
5172.0,10.031,0.168,70.3893,62.641,2.537,8.339,8.1265,9.875,2.1209433051048485
5172.5,10.023,0.184,72.1631,66.582,2.591,15.546,14.5519,9.875,2.743803370808028
5173.0,10.02,0.203,74.4061,72.482,2.645,25.031,22.7364,9.875,3.2201150567031513
5173.5,10.02,0.213,77.091,88.337,2.677,40.649,39.7584,9.875,3.704974235445226
5174.0,10.02,0.203,78.0851,108.225,2.68,50.593,44.1587,9.875,3.923813226802622
5174.5,10.02,0.183,78.1263,113.3,2.674,59.901,51.9436,9.875,4.09269319947287
5175.0,10.025,0.158,77.5422,102.457,2.665,84.6,72.3851,9.875,4.437934266612178
5175.5,10.035,0.151,75.3182,85.489,2.667,126.31,126.0246,9.875,4.8387392027858835
5176.0,10.044,0.153,72.0723,77.705,2.672,151.982,162.7696,9.875,5.023762092781318
5176.5,10.05,0.159,69.3243,71.674,2.68,149.864,162.8849,9.875,5.0097282161587575
5177.0,10.05,0.176,67.5243,69.482,2.689,114.918,115.7262,9.875,4.744218830548579
5177.5,10.05,0.193,68.4329,74.406,2.698,90.54,88.8398,9.875,4.505791742007813
5178.0,10.05,0.193,69.7912,80.004,2.703,75.791,75.8778,9.875,4.32797955208971
5178.5,10.046,0.192,71.8564,86.845,2.696,71.163,76.5172,9.875,4.26497302042501
5179.0,10.041,0.202,74.3622,92.378,2.675,70.761,84.2473,9.875,4.259308001469848
5179.5,10.043,0.207,76.1842,88.202,2.652,66.617,86.4393,9.875,4.1989598002295185
5180.0,10.049,0.202,76.9623,91.144,2.629,55.371,77.1935,9.875,4.014055990993264
5180.5,10.05,0.205,76.4354,93.944,2.602,42.666,64.8049,9.875,3.753402350129436
5181.0,10.05,0.215,75.5537,92.05,2.57,29.961,50.4374,9.875,3.3998965359291073
5181.5,10.049,0.233,75.0857,86.172,2.533,17.256,29.7575,9.875,2.8481599090868555
5182.0,10.039,0.248,74.6035,79.363,2.487,5.017,5.829,9.875,1.612832145502116
5182.5,10.0,0.238,73.8409,69.701,2.447,3.942,4.6342,9.875,1.3716882087305284
5183.0,9.893,0.229,73.0691,58.197,2.425,3.27,3.7319,9.875,1.184789984909162
5183.5,9.866,0.218,72.6674,54.96,2.434,3.198,3.6116,9.875,1.1625256144117624
5184.0,9.909,0.208,72.457,54.256,2.456,3.643,4.2224,9.875,1.2928075180264267
5184.5,9.966,0.203,71.7163,53.103,2.476,4.272,5.0873,9.875,1.4520821016578938
5185.0,9.996,0.203,70.8391,51.304,2.49,4.979,6.197,9.875,1.6052290676600456
5185.5,9.995,0.204,69.8483,51.779,2.494,5.353,6.8582,9.875,1.6776571514112442
5186.0,9.956,0.202,68.9922,55.037,2.495,4.889,6.0582,9.875,1.5869877835965085
5186.5,10.012,0.201,68.6893,58.279,2.502,4.177,4.9442,9.875,1.4295932855150382
5187.0,9.98,0.205,68.9245,59.516,2.484,3.565,4.0702,9.875,1.2711640538662592
5187.5,9.931,0.209,69.3133,53.163,2.451,3.185,3.3035,9.875,1.1584522890241267
5188.0,9.886,0.201,69.7152,51.545,2.439,3.31,3.4218,9.875,1.1969481893889715
5188.5,9.895,0.178,69.7224,52.867,2.457,3.989,4.0695,9.875,1.3835405729232695
5189.0,9.94,0.156,69.3168,54.395,2.483,4.835,4.8747,9.875,1.5758811289052577
5189.5,9.96,0.165,68.9844,56.71,2.517,6.068,6.0313,9.875,1.8030290614862858
5190.0,9.95,0.176,68.6396,55.145,2.564,7.915,7.7323,9.875,2.0687596933329755
5190.5,9.938,0.186,68.3479,53.631,2.565,10.383,9.9625,9.875,2.3401698533213167
5191.0,9.918,0.193,68.5392,56.1,2.577,14.54,13.6515,9.875,2.6769034721053733
5191.5,9.895,0.2,69.6603,63.028,2.599,21.603,19.7847,9.875,3.0728321939348393
5192.0,9.875,0.203,71.007,73.75,2.647,65.325,72.5211,9.875,4.179374811406676
5192.5,9.86,0.199,72.0303,86.258,2.677,88.66,93.1929,9.875,4.484808829316908
5193.0,9.842,0.191,72.5888,92.824,2.667,110.554,111.1586,9.875,4.705504089371626
5193.5,9.815,0.186,72.7835,90.266,2.668,143.078,153.2237,9.875,4.963389936099103
5194.0,9.786,0.201,73.296,84.966,2.678,158.198,177.7197,9.875,5.063847413028609
5194.5,9.76,0.215,74.7593,80.593,2.666,126.971,131.988,9.875,4.8439587139268765
5195.0,9.777,0.227,76.1444,81.313,2.651,96.097,92.7943,9.875,4.565358098007181
5195.5,9.861,0.236,77.8703,87.716,2.637,71.661,61.6298,9.875,4.271946666565932
5196.0,9.889,0.237,80.224,98.5,2.61,60.8,52.6381,9.875,4.107589788972121
5196.5,9.825,0.237,82.8105,104.268,2.566,56.874,49.3457,9.875,4.040838294698959
5197.0,9.736,0.244,85.2236,107.197,2.523,49.839,43.4407,9.875,3.908797810072451
5197.5,9.695,0.255,86.9175,111.007,2.501,41.445,36.3773,9.875,3.7243672470434896
