DEPTH,CAL,NPHI,DT,GR,RHOB,RLLD,RT,BS,RLLD_log
3999.0,10.406,0.207,69.35,87.097,2.464,36.582,32.7159,9.875,3.599556316153734
3999.5,10.343,0.177,69.4647,85.049,2.548,48.314,42.5126,9.875,3.877721373731125
4000.0,10.237,0.092,69.0968,79.464,2.612,61.778,53.7776,9.875,4.123547314030196
4000.5,10.094,0.089,68.9783,69.519,2.641,67.714,62.9795,9.875,4.215292953221579
4001.0,9.983,0.092,68.7352,62.603,2.625,63.523,58.8822,9.875,4.15140204504276
4001.5,9.947,0.096,67.2008,60.624,2.61,49.488,43.3267,9.875,3.9017302159427136
4002.0,9.947,0.1,66.8245,63.692,2.599,40.562,35.8552,9.875,3.7028316677319406
4002.5,9.941,0.099,66.5149,67.214,2.599,36.849,32.7766,9.875,3.606828481225067
4003.0,9.94,0.098,66.8607,70.631,2.611,37.526,33.3389,9.875,3.6250340260651828
4003.5,9.941,0.105,67.243,74.264,2.625,39.041,34.5956,9.875,3.664612375970938
4004.0,9.948,0.113,67.1643,72.086,2.628,38.353,34.0268,9.875,3.646832751611592
4004.5,9.95,0.12,66.5463,69.425,2.617,37.44,33.2694,9.875,3.622739651609391
4005.0,9.942,0.127,65.8528,70.68,2.619,38.544,34.1838,9.875,3.6518004458725155
4005.5,9.941,0.13,65.8343,74.054,2.637,42.795,37.6943,9.875,3.756421273333573
4006.0,9.934,0.127,66.0083,77.227,2.658,48.488,42.4807,9.875,3.881316344648984
4006.5,9.924,0.128,65.8541,80.573,2.667,51.483,44.9979,9.875,3.9412516560882755
4007.0,9.914,0.133,65.7443,85.49,2.656,51.811,45.2706,9.875,3.947602481933616
4007.5,9.897,0.135,65.8689,90.328,2.66,51.939,45.3732,9.875,3.9500699530650487
4008.0,9.884,0.127,66.3668,92.414,2.675,54.307,47.356,9.875,3.994653132075096
4008.5,9.875,0.117,66.8731,88.341,2.667,58.249,50.6524,9.875,4.064726924916474
4009.0,9.865,0.104,67.0736,84.658,2.681,62.712,54.3728,9.875,4.138552816886421
4009.5,9.86,0.093,67.1287,84.529,2.695,63.541,55.0614,9.875,4.151685366835248
4010.0,9.868,0.107,67.1809,92.306,2.682,61.095,53.0259,9.875,4.112430029768485
4010.5,9.897,0.12,67.217,100.947,2.68,57.845,50.3218,9.875,4.057767019480853
4011.0,9.93,0.133,67.4947,113.834,2.692,54.954,47.9122,9.875,4.006496471648905
4011.5,9.952,0.142,67.7206,120.205,2.685,53.023,46.2989,9.875,3.970725781681882
4012.0,9.964,0.141,67.6642,113.539,2.669,54.585,47.6131,9.875,3.9997591197322326
4012.5,9.962,0.13,67.327,104.243,2.677,59.766,51.9496,9.875,4.090436937391083
4013.0,9.946,0.104,66.8863,94.894,2.673,68.289,59.0452,9.875,4.2237486994333615
4013.5,9.93,0.081,66.8117,88.27,2.66,79.433,68.2683,9.875,4.374913899036678
4014.0,9.919,0.084,66.8318,83.674,2.662,91.513,78.2068,9.875,4.516481038692297
4014.5,9.909,0.101,66.8969,82.763,2.669,79.733,68.5046,9.875,4.378683552797622
4015.0,9.899,0.119,67.0076,87.489,2.677,68.501,59.2009,9.875,4.226848343701768
4015.5,9.892,0.14,67.1013,93.077,2.704,60.574,52.5991,9.875,4.103865758105737
4016.0,9.89,0.158,67.4803,94.428,2.717,57.571,50.0897,9.875,4.053018968694928
4016.5,9.889,0.157,67.8854,91.905,2.705,59.464,51.6712,9.875,4.085371087422993
4017.0,9.881,0.146,67.7555,93.953,2.675,63.627,55.14,9.875,4.153037908561319
4017.5,9.873,0.128,67.4341,95.886,2.68,71.227,61.4508,9.875,4.265871960017815
4018.0,9.878,0.116,67.0598,92.42,2.697,75.584,65.0603,9.875,4.325244620574897
4018.5,9.871,0.117,66.4432,85.643,2.711,77.321,66.4924,9.875,4.347965587520852
4019.0,9.87,0.114,65.8798,83.964,2.704,81.654,70.0672,9.875,4.4024908078062355
4019.5,9.87,0.107,65.2963,84.146,2.683,88.095,75.3677,9.875,4.478415777642592
4020.0,9.87,0.099,64.5901,80.671,2.662,96.283,82.083,9.875,4.567291771548671
4020.5,9.862,0.093,64.1181,81.165,2.664,104.991,89.1927,9.875,4.6538746321981295
4021.0,9.859,0.104,64.3452,80.778,2.663,94.968,80.9985,9.875,4.553539992751233
4021.5,9.867,0.121,64.6758,79.0,2.671,79.704,68.4571,9.875,4.378319772742555
4022.0,9.876,0.14,65.2533,79.227,2.681,63.581,55.0991,9.875,4.15231468357539
4022.5,9.886,0.158,65.8809,94.432,2.685,51.406,44.9207,9.875,3.939754897166036
4023.0,9.889,0.164,66.4591,105.631,2.677,51.879,45.3188,9.875,3.9489140840118946
4023.5,9.896,0.159,67.0992,108.638,2.675,52.564,45.8959,9.875,3.9620314747813916
4024.0,9.912,0.153,67.6114,104.715,2.68,55.203,48.1137,9.875,4.011017299632347
4024.5,9.924,0.141,66.8443,98.028,2.673,63.921,55.4005,9.875,4.157647945891339
4025.0,9.941,0.119,65.704,97.018,2.661,87.172,74.651,9.875,4.467883178433564
4025.5,9.956,0.072,64.1011,93.188,2.657,169.665,176.8654,9.875,5.133825904651454
4026.0,9.954,0.067,62.4744,82.102,2.664,160.83,150.8768,9.875,5.080347906507556
4026.5,9.945,0.077,61.1908,69.268,2.683,116.369,98.5263,9.875,4.756766176803008
4027.0,9.935,0.09,60.1917,58.973,2.682,83.832,71.8972,9.875,4.428814796172641
4027.5,9.936,0.102,59.4097,62.264,2.676,59.843,52.0029,9.875,4.09172446609941
4028.0,9.939,0.113,59.3699,67.954,2.695,46.248,40.5909,9.875,3.834018219780175
4028.5,9.947,0.128,59.6636,73.113,2.699,42.63,37.5562,9.875,3.752558230777119
4029.0,9.965,0.138,60.1181,73.36,2.693,45.91,40.3116,9.875,3.826682958261131
4029.5,9.985,0.136,60.1197,72.97,2.697,56.207,48.9773,9.875,4.029041304303438
4030.0,10.002,0.124,59.7123,72.241,2.709,68.895,59.5708,9.875,4.232583606445867
4030.5,10.009,0.109,59.1498,67.385,2.711,85.719,73.4953,9.875,4.451074504648388
4031.0,10.007,0.104,58.7685,61.441,2.695,104.098,88.5741,9.875,4.6453327631404955
4031.5,9.999,0.098,58.5585,59.894,2.682,105.712,89.8864,9.875,4.66071841528753
4032.0,9.986,0.091,58.2579,62.869,2.689,102.423,87.1883,9.875,4.629111296759498
4032.5,9.971,0.079,58.0929,67.474,2.679,104.194,88.6243,9.875,4.646254546087488
4033.0,9.954,0.067,58.2827,71.395,2.685,106.696,90.6537,9.875,4.669983669320094
4033.5,9.929,0.063,58.5095,71.255,2.678,104.58,88.9067,9.875,4.649952328759984
4034.0,9.903,0.064,58.6858,68.47,2.678,99.385,84.6418,9.875,4.599001196842562
4034.5,9.892,0.071,58.7581,65.963,2.686,93.729,80.0028,9.875,4.540407639758773
4035.0,9.882,0.079,58.6432,65.8,2.69,90.263,77.1528,9.875,4.5027276311609326
4035.5,9.873,0.08,58.3282,68.309,2.678,90.559,77.39,9.875,4.506001571991078
4036.0,9.864,0.073,57.4812,70.69,2.676,97.198,82.8244,9.875,4.576750135123015
4036.5,9.854,0.064,56.2821,72.519,2.677,106.911,90.7481,9.875,4.671996712643622
4037.0,9.845,0.054,55.0176,71.634,2.665,117.353,99.2324,9.875,4.765186486520755
4037.5,9.829,0.039,53.632,69.083,2.652,126.463,106.5988,9.875,4.839949775265421
4038.0,9.821,0.036,53.8966,66.549,2.653,127.774,107.6508,9.875,4.850263078366625
4038.5,9.82,0.04,54.4953,58.055,2.654,124.153,104.7202,9.875,4.821514675979581
4039.0,9.825,0.047,55.6398,56.315,2.645,126.966,107.0012,9.875,4.843919334080689
4039.5,9.829,0.054,57.6418,55.485,2.635,133.371,112.1802,9.875,4.893134718544261
4040.0,9.835,0.063,59.6429,57.935,2.66,133.018,111.9016,9.875,4.890484457410211
4040.5,9.839,0.069,61.7433,61.62,2.674,122.698,103.56,9.875,4.80972605166552
4041.0,9.844,0.08,63.7663,63.86,2.678,103.613,88.05,9.875,4.64066280457858
4041.5,9.853,0.094,64.3392,65.048,2.684,77.281,66.4463,9.875,4.347448129779134
4042.0,9.859,0.113,65.0737,68.153,2.696,69.142,59.7118,9.875,4.236162360890264
4042.5,9.864,0.133,65.727,74.255,2.693,74.507,64.1587,9.875,4.310893080703118
4043.0,9.872,0.134,66.267,82.411,2.693,82.339,70.6286,9.875,4.4108448715024045
4043.5,9.886,0.135,67.4138,90.234,2.683,84.847,72.7018,9.875,4.440849634543688
4044.0,9.904,0.148,67.9402,89.501,2.682,68.078,58.8475,9.875,4.22065410663031
4044.5,9.92,0.163,68.2405,84.711,2.689,54.545,47.5623,9.875,3.99902604904972
4045.0,9.929,0.177,68.4411,85.396,2.684,48.747,42.6935,9.875,3.886643657088749
4045.5,9.93,0.176,68.355,93.008,2.672,51.719,45.1936,9.875,3.9458252188366116
4046.0,9.932,0.161,69.2576,96.571,2.664,56.663,53.2408,9.875,4.037121440406283
4046.5,9.94,0.157,70.4105,93.077,2.671,59.992,60.2212,9.875,4.094211219999088
4047.0,9.95,0.17,69.9331,87.541,2.672,53.99,51.9804,9.875,3.9887988442301956
4047.5,9.967,0.178,70.0297,82.257,2.658,42.737,37.6457,9.875,3.7550650555696934
4048.0,9.979,0.184,70.0324,82.018,2.634,36.139,32.1876,9.875,3.587372614609701
4048.5,9.999,0.19,69.885,88.547,2.623,34.375,30.7204,9.875,3.5373295559867355
4049.0,10.023,0.192,69.7672,95.728,2.602,36.055,32.1302,9.875,3.5850455503687226
4049.5,10.031,0.179,68.7206,104.325,2.595,38.85,39.2394,9.875,3.6597080768136565
4050.0,10.046,0.169,67.6491,107.961,2.592,42.9,53.1417,9.875,3.758871825933971
4050.5,10.034,0.163,67.6321,101.47,2.57,31.735,39.2907,9.875,3.4574201727584333
4051.0,10.006,0.163,67.6138,96.699,2.535,21.983,27.0889,9.875,3.09026942737798
4051.5,9.985,0.174,69.9316,95.1,2.499,13.172,14.3586,9.875,2.578093364514118
4052.0,9.973,0.186,72.4028,93.801,2.476,10.012,11.203,9.875,2.303784373569528
4052.5,9.954,0.2,74.4573,87.964,2.474,8.492,9.4027,9.875,2.13912454384101
4053.0,9.934,0.193,76.536,79.608,2.486,8.403,9.0869,9.875,2.128588784946081
4053.5,9.906,0.174,78.0728,70.629,2.497,9.893,10.9889,9.875,2.2918274363410855
4054.0,9.899,0.153,79.2785,62.8,2.51,12.253,14.4157,9.875,2.5057708049673093
4054.5,9.907,0.142,79.8408,63.14,2.512,14.821,18.7828,9.875,2.696045093974778
4055.0,9.926,0.138,77.9897,65.402,2.495,16.528,22.4472,9.875,2.8050559123772825
4055.5,9.925,0.138,76.4062,65.884,2.477,15.399,21.0721,9.875,2.7343025722462757
4056.0,9.904,0.137,75.2343,63.729,2.469,13.182,17.9029,9.875,2.5788522626305284
4056.5,9.842,0.135,74.4569,66.116,2.475,11.078,15.0227,9.875,2.404961159610912
4057.0,9.718,0.135,74.0747,67.07,2.47,9.538,12.9677,9.875,2.2552838198760328
4057.5,9.558,0.139,74.0447,61.726,2.46,8.743,11.9726,9.875,2.168253380198754
4058.0,9.426,0.144,74.4436,61.827,2.468,8.608,12.067,9.875,2.152692003419429
4058.5,9.375,0.151,74.8877,62.086,2.475,9.03,13.1573,9.875,2.200552367428894
4059.0,9.387,0.153,75.1785,59.822,2.474,9.866,14.9857,9.875,2.2890945028115466
4059.5,9.432,0.146,75.4456,59.946,2.47,10.783,16.7787,9.875,2.3779708198999354
4060.0,9.503,0.141,75.5158,61.691,2.462,11.995,19.0411,9.875,2.4844898962916577
4060.5,9.571,0.141,75.4608,63.928,2.478,13.505,22.1651,9.875,2.603059987244579
4061.0,9.612,0.141,75.4088,67.465,2.482,14.476,24.5397,9.875,2.672492105701496
4061.5,9.633,0.137,75.2234,70.285,2.469,13.99,24.0524,9.875,2.63834278867739
4062.0,9.626,0.136,74.9425,74.627,2.462,12.847,22.4345,9.875,2.5531103210494726
4062.5,9.568,0.137,74.6101,74.308,2.455,11.682,20.8285,9.875,2.4580491956181176
4063.0,9.461,0.137,74.2773,65.794,2.466,10.907,19.7062,9.875,2.389404784946606
4063.5,9.326,0.135,73.7866,61.61,2.463,11.091,20.5066,9.875,2.4061339686226044
4064.0,9.213,0.132,73.2078,59.368,2.443,11.672,22.1507,9.875,2.4571928112204846
4064.5,9.217,0.131,72.8165,57.119,2.432,11.534,22.1451,9.875,2.445299195193221
4065.0,9.275,0.135,72.7784,53.479,2.435,10.965,21.258,9.875,2.3947083818698514
4065.5,9.3,0.141,73.0569,50.966,2.423,10.185,19.8147,9.875,2.320916049678769
4066.0,9.251,0.147,73.5355,52.209,2.407,9.508,18.3642,9.875,2.2521335494979473
4066.5,9.15,0.153,73.9377,54.345,2.403,9.533,18.3439,9.875,2.254759463511441
4067.0,9.114,0.159,74.4563,53.67,2.41,9.989,19.1827,9.875,2.3014844875500127
4067.5,9.121,0.164,74.9789,52.898,2.415,9.872,18.5433,9.875,2.289702467163032
4068.0,9.145,0.167,75.4071,52.523,2.414,9.525,17.4787,9.875,2.2539199210127645
4068.5,9.159,0.168,75.8425,49.814,2.407,9.175,16.5712,9.875,2.216482393940634
4069.0,9.181,0.167,76.109,48.269,2.407,9.071,16.3414,9.875,2.205082511632807
4069.5,9.217,0.162,76.1122,52.149,2.423,9.376,17.0774,9.875,2.238153232834657
4070.0,9.254,0.157,76.1597,57.76,2.421,9.566,17.433,9.875,2.2582151452581054
4070.5,9.277,0.154,76.2707,55.8,2.411,9.724,17.5774,9.875,2.274597056453877
4071.0,9.289,0.153,76.2983,51.427,2.416,9.92,17.7046,9.875,2.2945529212967815
4071.5,9.298,0.151,76.0929,51.296,2.431,10.228,17.9458,9.875,2.3251290574289403
4072.0,9.308,0.148,75.7869,54.47,2.45,11.174,18.9619,9.875,2.4135896510369568
4072.5,9.326,0.141,75.7986,57.927,2.502,13.399,21.1428,9.875,2.595180077306471
4073.0,9.355,0.139,74.6711,61.454,2.566,16.988,23.7856,9.875,2.832507212451025
4073.5,9.394,0.152,73.4492,68.063,2.639,22.845,28.2554,9.875,3.128732275015235
4074.0,9.446,0.161,72.1954,81.729,2.681,36.348,46.8953,9.875,3.5931391818331004
4074.5,9.525,0.164,71.965,101.355,2.693,58.421,82.7171,9.875,4.067675414238632
4075.0,9.601,0.16,71.954,107.909,2.688,70.163,95.8139,9.875,4.25082110655684
4075.5,9.639,0.156,71.6376,97.154,2.666,67.346,81.3,9.875,4.209843509852852
4076.0,9.667,0.149,71.3751,81.248,2.653,59.163,62.3765,9.875,4.080296346496041
4076.5,9.687,0.137,72.3701,77.648,2.64,50.052,47.2253,9.875,3.9130624650028083
4077.0,9.69,0.127,73.425,77.454,2.623,40.847,36.0241,9.875,3.7098333791967217
4077.5,9.69,0.128,73.3676,78.16,2.61,35.15,31.2999,9.875,3.5596246182566738
4078.0,9.697,0.138,72.0273,78.363,2.614,32.801,29.3385,9.875,3.4904590027302325
4078.5,9.723,0.14,70.8555,82.893,2.608,32.172,28.8165,9.875,3.4710965090418227
4079.0,9.745,0.138,70.2643,88.478,2.597,33.635,30.0461,9.875,3.5155671914775692
4079.5,9.774,0.136,69.1707,92.497,2.59,36.344,32.3113,9.875,3.5930291284571023
4080.0,9.788,0.144,68.0049,93.391,2.599,40.049,35.3858,9.875,3.690103704413629
4080.5,9.79,0.153,67.0625,84.487,2.623,43.655,38.3623,9.875,3.776317823262771
4081.0,9.781,0.159,67.0861,78.314,2.647,47.042,41.2167,9.875,3.851040819693352
4081.5,9.801,0.165,67.2358,78.015,2.672,47.512,41.6173,9.875,3.8609823107135592
4082.0,9.815,0.173,67.2915,81.583,2.673,49.88,43.6126,9.875,3.909620120811836
4082.5,9.833,0.167,66.8383,87.662,2.674,56.807,49.4239,9.875,4.03965955757037
4083.0,9.861,0.158,66.9885,94.412,2.67,65.796,56.9277,9.875,4.186559046209912
4083.5,9.884,0.144,66.9817,94.736,2.662,76.193,65.5561,9.875,4.333269594955829
4084.0,9.898,0.128,66.7886,87.472,2.66,80.304,68.958,9.875,4.3858194329125775
4084.5,9.893,0.142,66.4805,82.172,2.667,74.606,64.248,9.875,4.312220932929904
4085.0,9.883,0.153,66.366,77.233,2.674,65.233,56.4681,9.875,4.177965475858832
4085.5,9.892,0.159,66.3422,73.468,2.674,58.989,51.2668,9.875,4.07735098584553
4086.0,9.919,0.155,66.4,76.056,2.666,65.972,57.0972,9.875,4.189230409585906
4086.5,9.944,0.145,66.3907,85.45,2.662,80.152,68.8569,9.875,4.3839248319569615
4087.0,9.95,0.118,66.3209,92.339,2.656,91.18,77.9392,9.875,4.512835574785296
4087.5,9.95,0.1,66.2241,88.303,2.672,95.292,81.3126,9.875,4.556945861701074
4088.0,9.95,0.09,65.8782,77.1,2.692,95.579,81.5477,9.875,4.5599531306554395
4088.5,9.95,0.08,65.2387,71.229,2.693,101.352,86.2733,9.875,4.618599606299752
4089.0,9.944,0.066,64.4959,68.241,2.68,117.077,99.0854,9.875,4.762831837990102
4089.5,9.945,0.049,63.6707,62.505,2.662,152.158,127.4348,9.875,5.024919454651811
4090.0,9.953,0.037,63.0477,58.892,2.654,204.521,169.27,9.875,5.320670659697204
4090.5,9.963,0.038,62.6421,55.98,2.66,241.323,205.3778,9.875,5.486136285121345
4091.0,9.973,0.046,62.4302,52.195,2.662,240.801,198.0214,9.875,5.4839708662499635
4091.5,9.99,0.059,62.469,50.455,2.671,216.075,178.5084,9.875,5.375625569638702
4092.0,10.013,0.077,62.7402,53.792,2.684,181.118,150.7305,9.875,5.199148752551023
4092.5,10.043,0.096,63.2455,57.831,2.689,131.608,110.9631,9.875,4.8798278073171195
4093.0,10.082,0.113,64.0996,61.521,2.694,94.532,80.783,9.875,4.54893840151804
4093.5,10.118,0.13,65.0054,67.055,2.7,69.012,59.7284,9.875,4.234280402519618
4094.0,10.148,0.152,65.8034,74.585,2.704,57.442,50.0871,9.875,4.050775743075308
4094.5,10.182,0.177,66.4915,86.483,2.701,49.956,43.8123,9.875,3.911142618000839
4095.0,10.311,0.201,67.027,98.334,2.692,43.23,38.1852,9.875,3.7665346986795405
4095.5,10.525,0.213,67.4145,97.188,2.68,38.315,34.1946,9.875,3.6458414644223676
4096.0,10.652,0.219,67.6039,96.58,2.666,38.303,34.2331,9.875,3.645528222100769
4096.5,10.616,0.224,67.5051,101.246,2.653,41.854,37.1759,9.875,3.7341873718184777
4097.0,10.522,0.223,67.3721,105.553,2.653,44.957,39.7403,9.875,3.805706477380511
4097.5,10.493,0.215,67.2406,105.796,2.652,45.013,39.7749,9.875,3.8069513369388486
4098.0,10.531,0.206,67.1393,100.639,2.634,41.017,36.4456,9.875,3.713986614913666
4098.5,10.596,0.201,67.073,97.63,2.616,35.719,32.0484,9.875,3.5756827600956997
4099.0,10.732,0.206,66.9593,98.937,2.606,31.658,28.6699,9.875,3.4549908812635466
4099.5,10.886,0.216,66.8029,99.303,2.612,29.141,26.5756,9.875,3.3721461172681515
4100.0,11.001,0.228,66.6593,98.317,2.619,27.44,25.1518,9.875,3.3120018028576843
4100.5,11.043,0.237,66.5255,94.064,2.588,26.469,24.3283,9.875,3.2759742369080773
4101.0,11.073,0.24,66.3225,88.518,2.561,25.941,23.8811,9.875,3.255824728646403
4101.5,11.089,0.232,66.0678,87.72,2.552,26.057,23.9853,9.875,3.2602864461137484
4102.0,11.068,0.222,65.8729,86.844,2.545,27.443,25.1726,9.875,3.3121111263277205
4102.5,10.968,0.216,66.1607,88.355,2.496,30.908,28.1063,9.875,3.4310150500713377
4103.0,10.829,0.201,66.0303,90.939,2.477,38.32,34.3142,9.875,3.6459719531026598
4103.5,10.649,0.176,65.7675,85.965,2.521,59.659,52.2147,9.875,4.088645017296778
4104.0,10.546,0.122,65.5382,78.716,2.622,85.273,73.486,9.875,4.4458578744969826
4104.5,10.517,0.109,65.2755,72.081,2.649,92.503,79.4318,9.875,4.527241076424892
4105.0,10.511,0.114,65.0967,67.674,2.646,91.713,78.7765,9.875,4.518664135844796
4105.5,10.506,0.116,64.7673,66.797,2.644,89.272,76.7602,9.875,4.4916878888834
4106.0,10.493,0.119,64.0786,65.251,2.665,87.13,74.983,9.875,4.467401256243195
4106.5,10.474,0.117,63.9401,63.452,2.693,84.962,73.1787,9.875,4.442204097706198
4107.0,10.462,0.115,63.8916,61.032,2.7,80.348,69.3527,9.875,4.386367200772302
4107.5,10.457,0.116,63.8564,61.138,2.701,65.534,57.0274,9.875,4.182569091933193
4108.0,10.445,0.129,64.8968,62.466,2.692,55.818,48.8777,9.875,4.022096398014477
4108.5,10.423,0.146,66.3567,64.346,2.665,50.428,44.325,9.875,3.920546576369023
4109.0,10.399,0.166,68.1396,66.872,2.625,46.92,41.3478,9.875,3.848444023785275
4109.5,10.379,0.183,68.8811,71.792,2.622,44.016,38.8772,9.875,3.7845532041822185
4110.0,10.359,0.197,69.3581,78.504,2.622,41.463,36.7426,9.875,3.7248014632899995
4110.5,10.338,0.201,69.8326,84.62,2.619,39.648,35.2291,9.875,3.680040505446732
4111.0,10.313,0.196,69.9992,89.399,2.629,39.698,35.2606,9.875,3.681300808590386
4111.5,10.287,0.19,69.1982,91.249,2.639,42.469,40.7231,9.875,3.748774398015474
4112.0,10.246,0.186,68.0737,91.075,2.636,45.133,46.5099,9.875,3.8096136862584196
4112.5,10.207,0.188,66.8458,91.427,2.636,43.678,47.3852,9.875,3.7768445428425803
4113.0,10.176,0.181,66.8183,93.946,2.638,35.656,38.9893,9.875,3.5739174356442547
4113.5,10.155,0.172,68.5726,94.206,2.595,23.619,24.2103,9.875,3.1620514728704396
4114.0,10.136,0.174,71.0173,93.977,2.553,16.598,16.9801,9.875,2.809282206176256
4114.5,10.108,0.18,73.693,92.985,2.51,12.996,13.9687,9.875,2.564641617806854
4115.0,10.078,0.188,76.6583,85.647,2.513,11.932,13.9925,9.875,2.479223866652502
4115.5,10.057,0.193,79.1803,77.36,2.526,11.548,14.2698,9.875,2.4465122618006885
4116.0,10.024,0.198,81.3061,72.828,2.536,10.943,13.7326,9.875,2.392699982436306
4116.5,9.978,0.197,82.8813,71.571,2.532,10.131,12.7762,9.875,2.3156000300715402
4117.0,9.936,0.186,82.3942,69.394,2.513,9.306,11.8296,9.875,2.230659353422457
4117.5,9.893,0.175,81.6693,66.948,2.499,8.152,10.2715,9.875,2.0982632959204235
4118.0,9.84,0.171,81.1821,63.961,2.488,7.263,9.1985,9.875,1.9827929666240312
4118.5,9.777,0.173,81.1015,61.993,2.477,6.603,8.4623,9.875,1.8875240912124343
4119.0,9.718,0.18,81.5062,65.519,2.462,6.335,8.3395,9.875,1.8460898137731023
4119.5,9.689,0.19,82.232,71.908,2.444,6.326,8.5385,9.875,1.844668124883457
4120.0,9.672,0.193,83.2288,79.273,2.432,6.443,8.8016,9.875,1.8629942701565052
4120.5,9.645,0.189,84.0522,79.169,2.44,6.76,9.325,9.875,1.9110228900548727
4121.0,9.65,0.19,84.3597,75.605,2.448,7.51,10.5944,9.875,2.0162354657760435
4121.5,9.697,0.199,83.9809,76.32,2.443,8.786,12.8044,9.875,2.1731595455535877
4122.0,9.695,0.2,82.8285,74.834,2.431,10.616,16.1037,9.875,2.3623622970299065
4122.5,9.639,0.191,81.2962,72.603,2.452,12.535,19.5822,9.875,2.528524731610257
4123.0,9.56,0.169,79.424,76.407,2.472,13.243,20.4143,9.875,2.583469110944827
4123.5,9.473,0.138,77.3431,77.871,2.481,13.17,19.6864,9.875,2.5779415157551897
4124.0,9.351,0.121,75.3949,72.857,2.483,13.348,19.6703,9.875,2.5913665608891274
4124.5,9.144,0.11,73.5643,62.305,2.488,14.236,21.216,9.875,2.655773967647946
4125.0,8.92,0.112,72.0892,56.27,2.506,15.324,23.1585,9.875,2.7294202268384025
4125.5,8.803,0.117,71.0565,54.522,2.518,16.332,24.7836,9.875,2.7931263734573295
4126.0,8.945,0.117,70.4508,54.871,2.519,17.851,27.3631,9.875,2.882059529065415
4126.5,9.214,0.117,70.1301,56.617,2.516,21.053,33.6517,9.875,3.0470430677884184
4127.0,9.428,0.117,70.0802,60.275,2.523,26.397,45.9194,9.875,3.273250367331533
4127.5,9.533,0.117,70.4478,65.168,2.529,32.914,63.4795,9.875,3.493898099173191
4128.0,9.532,0.119,71.1742,66.148,2.533,31.658,63.2969,9.875,3.4549908812635466
4128.5,9.457,0.129,72.2682,69.332,2.52,22.846,44.773,9.875,3.128776047311755
4129.0,9.319,0.142,73.5262,73.378,2.487,12.463,21.5064,9.875,2.52276425484424
4129.5,9.184,0.161,74.9297,74.018,2.445,9.032,14.9358,9.875,2.200773826847361
4130.0,9.117,0.176,76.6798,73.116,2.432,7.269,11.5645,9.875,1.9836187305024984
4130.5,9.102,0.184,78.3741,69.013,2.438,7.065,11.4528,9.875,1.9551530161364907
4131.0,9.109,0.189,79.6248,70.552,2.432,7.629,12.7505,9.875,2.031956775108092
4131.5,9.118,0.185,80.2534,76.571,2.438,8.567,14.7263,9.875,2.147917612981907
4132.0,9.137,0.181,80.3922,81.361,2.459,9.522,16.7548,9.875,2.253604910772327
4132.5,9.157,0.183,80.3056,80.723,2.473,9.685,17.0757,9.875,2.270578296858959
4133.0,9.178,0.189,79.8345,72.451,2.473,9.199,16.0662,9.875,2.21909478249502
4133.5,9.204,0.187,78.9261,70.408,2.461,8.656,15.0931,9.875,2.158252722104126
4134.0,9.219,0.177,77.8158,71.665,2.45,8.247,14.4713,9.875,2.1098494978512186
4134.5,9.22,0.169,76.8759,70.331,2.454,7.964,14.0976,9.875,2.07493138620195
4135.0,9.22,0.167,76.3184,66.998,2.45,7.808,13.938,9.875,2.0551488491107914
4135.5,9.22,0.169,75.9169,64.199,2.44,7.8,14.0131,9.875,2.0541237336955462
4136.0,9.22,0.172,75.5609,62.089,2.454,8.054,14.5843,9.875,2.0861688624292625
4136.5,9.22,0.173,75.3195,62.245,2.467,8.57,15.6692,9.875,2.1482677326096886
4137.0,9.22,0.171,75.2728,63.773,2.463,9.141,16.8002,9.875,2.2127697886716815
4137.5,9.225,0.171,75.4295,64.453,2.449,9.119,16.5034,9.875,2.2103601489515285
4138.0,9.25,0.175,75.6325,62.986,2.425,8.696,15.3301,9.875,2.162863149818908
4138.5,9.273,0.186,75.6913,61.967,2.435,8.328,14.3842,9.875,2.119623331312668
4139.0,9.293,0.195,75.5306,63.291,2.453,8.197,13.9057,9.875,2.1037682336708934
4139.5,9.322,0.201,75.2697,64.766,2.451,8.566,14.3921,9.875,2.1478008791931793
4140.0,9.345,0.204,74.9637,63.248,2.459,9.465,15.863,9.875,2.247600784661286
4140.5,9.358,0.198,73.6471,59.739,2.472,10.543,17.6528,9.875,2.3554621325948126
4141.0,9.354,0.183,72.1176,57.324,2.48,11.008,18.1137,9.875,2.398622281190988
4141.5,9.339,0.167,70.4532,57.209,2.477,10.679,16.997,9.875,2.368279196189408
4142.0,9.305,0.156,68.7354,59.287,2.486,10.38,16.0642,9.875,2.3398808777377424
4142.5,9.319,0.15,67.4447,59.581,2.491,10.727,17.2117,9.875,2.372763927615292
4143.0,9.313,0.138,66.3339,59.058,2.495,13.711,10.8904,9.875,2.618198430374518
4143.5,9.274,0.119,65.4656,58.979,2.519,18.644,4.129,9.875,2.9255243785104943
4144.0,9.31,0.095,65.1461,58.909,2.57,50.939,44.355,9.875,3.9306288384202626
4144.5,9.4,0.075,65.2935,60.727,2.593,73.207,62.8472,9.875,4.293291044810461
4145.0,9.461,0.066,65.5693,59.793,2.611,64.507,55.6893,9.875,4.166773745044867
4145.5,9.478,0.071,65.8329,56.059,2.622,54.723,47.5629,9.875,4.002284096372887
4146.0,9.432,0.089,65.6711,54.762,2.614,49.39,43.0924,9.875,3.8997479745525334
