,DEPTH,CAL,NPHI,DT,GR,RHOB,RLLD,RT,BS,positive_flag,negative_flag,RLLD_log
35,2927.5,9.89,-0.041,66.036,81.289,2.661,38.494,35.9234,9.875,,-0.041,3.650502384992932
36,2928.0,9.91,-0.041,66.358,84.393,2.67,40.036,39.0255,9.875,,-0.041,3.6897790493567726
37,2928.5,9.921,-0.041,66.9028,86.226,2.655,41.123,41.7334,9.875,,-0.041,3.716567575684106
38,2929.0,9.926,-0.041,67.3032,86.279,2.658,39.832,41.2353,9.875,,-0.041,3.6846706093398818
39,2929.5,9.923,-0.041,67.4685,83.676,2.65,34.958,36.2774,9.875,,-0.041,3.5541473409128947
40,2930.0,9.934,-0.041,67.4608,79.488,2.612,29.087,30.5104,9.875,,-0.041,3.3702913389662723
41,2930.5,9.961,-0.041,67.2435,75.794,2.57,21.141,21.1758,9.875,,-0.041,3.051214283012995
42,2931.0,9.99,-0.041,66.941,72.434,2.538,14.063,13.3574,9.875,,-0.041,2.6435472348881106
43,2931.5,10.023,-0.041,66.667,68.357,2.516,11.11,10.7233,9.875,,-0.041,2.4078456036515385
44,2932.0,10.062,-0.041,66.1393,64.322,2.498,10.855,10.4979,9.875,,-0.041,2.3846258033302554
45,2932.5,10.1,-0.041,65.6395,62.716,2.481,12.29,11.793,9.875,,-0.041,2.5087859235779435
46,2933.0,10.13,-0.041,65.2521,63.386,2.473,14.843,14.0724,9.875,,-0.041,2.697528373642628
47,2933.5,10.157,-0.041,65.0289,63.811,2.486,18.703,17.4856,9.875,,-0.041,2.928683938800863
48,2934.0,10.16,-0.041,65.0047,59.704,2.505,23.365,22.94,9.875,,-0.041,3.1512391761523895
49,2934.5,10.16,-0.041,65.1899,57.901,2.534,26.25,24.0247,9.875,,-0.041,3.2676659890376327
50,2935.0,10.161,-0.042,65.5138,58.18,2.544,29.218,26.5594,9.875,,-0.042,3.374784957710322
51,2935.5,10.153,-0.042,65.4145,60.087,2.556,34.23,30.7975,9.875,,-0.042,3.533102452542094
52,2936.0,10.142,-0.042,65.343,63.229,2.578,42.869,38.0044,9.875,,-0.042,3.75814895400239
53,2936.5,10.147,-0.042,65.2166,67.142,2.595,50.675,44.5319,9.875,,-0.042,3.9254326923380636
54,2937.0,10.156,-0.042,65.0425,70.008,2.625,54.9,48.1004,9.875,,-0.042,4.005513348515485
55,2937.5,10.159,-0.042,64.9192,68.52,2.641,58.924,51.4862,9.875,,-0.042,4.076248477952692
56,2938.0,10.166,-0.042,64.643,64.943,2.652,66.186,57.5746,9.875,,-0.042,4.1924689602153
57,2938.5,10.176,-0.042,64.1369,65.51,2.684,75.59,68.2171,9.875,,-0.042,4.325323999304086
58,2939.0,10.18,-0.042,63.9954,68.041,2.702,77.998,67.4241,9.875,,-0.042,4.356683185335214
59,2939.5,10.18,-0.041,63.8915,68.137,2.689,76.498,66.1779,9.875,,-0.041,4.337264596699885
60,2940.0,10.18,-0.041,63.7824,61.483,2.669,78.016,67.4389,9.875,,-0.041,4.356913933858807
61,2940.5,10.174,-0.041,63.5586,61.34,2.646,82.839,71.4348,9.875,,-0.041,4.416898964991462
62,2941.0,10.175,-0.042,63.2511,62.58,2.658,88.252,75.9135,9.875,,-0.042,4.4801963584461255
63,2941.5,10.183,-0.042,63.0083,59.65,2.67,85.744,73.8457,9.875,,-0.042,4.451366112752495
64,2942.0,10.193,-0.042,62.9493,58.267,2.652,76.333,66.0488,9.875,,-0.042,4.335105348064368
65,2942.5,10.203,-0.042,62.9778,57.179,2.659,67.455,58.6567,9.875,,-0.042,4.2114607088907805
66,2943.0,10.213,-0.042,63.0234,57.056,2.685,61.622,53.7799,9.875,,-0.042,4.121018949636287
67,2943.5,10.223,-0.042,63.0823,57.957,2.681,64.674,56.3428,9.875,,-0.042,4.169359266027547
68,2944.0,10.236,-0.042,63.145,61.505,2.666,76.089,65.8739,9.875,,-0.042,4.33190370777062
69,2944.5,10.251,-0.042,63.1513,64.43,2.656,89.713,77.1752,9.875,,-0.042,4.496615686100001
70,2945.0,10.259,-0.042,63.0743,61.893,2.666,89.804,77.2562,9.875,,-0.042,4.497629517745969
71,2945.5,10.26,-0.042,63.0109,58.183,2.68,76.672,66.3743,9.875,,-0.042,4.339536583052929
72,2946.0,10.262,-0.042,62.9717,55.22,2.682,64.456,56.1828,9.875,,-0.042,4.165982820474895
73,2946.5,10.272,-0.042,62.9185,53.929,2.68,56.29,49.3311,9.875,,-0.042,4.030516899475935
74,2947.0,10.289,-0.042,63.201,56.813,2.667,51.614,45.395,9.875,,-0.042,3.9437929535169483
75,2947.5,10.308,-0.043,62.9525,62.037,2.647,46.69,41.2355,9.875,,-0.043,3.8435300089828455
76,2948.0,10.327,-0.043,62.9818,64.5,2.623,42.774,38.0028,9.875,,-0.043,3.7559304413635464
77,2948.5,10.33,-0.043,63.0859,57.282,2.605,39.789,35.5192,9.875,,-0.043,3.6835904921803255
78,2949.0,10.33,-0.043,62.9258,47.879,2.608,37.544,33.6419,9.875,,-0.043,3.6255135784921166
79,2949.5,10.33,-0.043,62.8412,41.757,2.591,35.565,31.9804,9.875,,-0.043,3.571362008185478
80,2950.0,10.337,-0.043,62.8339,41.417,2.587,33.417,30.1723,9.875,,-0.043,3.5090647525311627
81,2950.5,10.338,-0.043,62.764,38.63,2.598,30.261,27.4975,9.875,,-0.043,3.409859754740808
82,2951.0,10.352,-0.043,63.38,39.699,2.598,24.732,22.7669,9.875,,-0.043,3.208097951696322
83,2951.5,10.365,-0.043,63.7105,44.081,2.577,16.192,15.3063,9.875,,-0.043,2.784517293105055
84,2952.0,10.375,-0.043,64.0569,47.468,2.559,11.523,11.1382,9.875,,-0.043,2.4443450380318774
85,2952.5,10.385,-0.043,64.5478,49.161,2.542,9.916,9.6834,9.875,,-0.043,2.294149614172944
86,2953.0,10.384,-0.043,64.8975,49.528,2.528,10.492,10.207,9.875,,-0.043,2.3506130620046273
87,2953.5,10.385,-0.043,64.878,49.108,2.533,11.806,11.3942,9.875,,-0.043,2.4686078768184974
88,2954.0,10.386,-0.043,64.6321,50.549,2.523,13.83,13.2045,9.875,,-0.043,2.626840145676667
89,2954.5,10.375,-0.042,64.371,48.834,2.533,18.665,17.4914,9.875,,-0.042,2.926650112366547
90,2955.0,10.357,-0.042,63.7577,44.713,2.546,25.493,23.4234,9.875,,-0.042,3.238403904675746
91,2955.5,10.338,-0.042,63.3109,42.592,2.562,32.744,29.6029,9.875,,-0.042,3.4887197391901017
92,2956.0,10.318,-0.042,63.0496,43.53,2.58,41.6,37.022,9.875,,-0.042,3.728100167267218
93,2956.5,10.297,-0.042,62.8779,48.87,2.605,51.307,45.1383,9.875,,-0.042,3.937827195109679
94,2957.0,10.271,-0.042,62.9031,56.578,2.634,59.607,52.1192,9.875,,-0.042,4.087773016839062
95,2957.5,10.248,-0.042,62.9609,65.045,2.653,64.079,55.8572,9.875,,-0.042,4.160116697145203
96,2958.0,10.222,-0.042,62.975,65.168,2.665,66.566,57.9227,9.875,,-0.042,4.198193936680975
97,2958.5,10.199,-0.043,63.271,61.461,2.672,69.532,60.3859,9.875,,-0.043,4.241787078259294
98,2959.0,10.173,-0.043,63.3426,60.115,2.675,73.607,68.4244,9.875,,-0.043,4.298740129907937
99,2959.5,10.151,-0.043,63.2407,60.714,2.672,69.706,63.54,9.875,,-0.043,4.244286397275304
100,2960.0,10.126,-0.043,63.1237,59.063,2.669,57.978,50.6704,9.875,,-0.043,4.060063628245227
101,2960.5,10.113,-0.043,63.1282,58.91,2.665,47.376,41.7223,9.875,,-0.043,3.8581157713592353
102,2961.0,10.095,-0.043,63.2284,60.28,2.662,39.522,35.2015,9.875,,-0.043,3.676857478886611
103,2961.5,10.083,-0.043,63.4405,59.9,2.667,34.504,31.0003,9.875,,-0.043,3.541075259345542
104,2962.0,10.073,-0.043,63.8553,61.588,2.679,35.715,32.013,9.875,,-0.043,3.575570768606936
105,2962.5,10.07,-0.043,64.3238,65.404,2.671,37.971,33.8988,9.875,,-0.043,3.636822710478421
106,2963.0,10.07,-0.043,65.1165,71.674,2.659,40.49,38.0639,9.875,,-0.043,3.7010550300440697
107,2963.5,10.066,-0.043,66.3259,78.536,2.659,43.588,41.5981,9.875,,-0.043,3.7747818831146396
108,2964.0,10.046,-0.043,67.3002,80.903,2.645,48.895,47.1244,9.875,,-0.043,3.8896751417642386
109,2964.5,10.01,-0.043,68.2756,81.013,2.61,60.238,60.9387,9.875,,-0.043,4.09830338240928
110,2965.0,9.953,-0.043,68.9373,82.715,2.608,82.022,92.4462,9.875,,-0.043,4.406987503963134
111,2965.5,9.892,-0.042,69.175,85.637,2.623,113.031,146.353,9.875,,-0.042,4.727662117372209
112,2966.0,9.841,-0.042,69.1452,85.258,2.624,120.67,164.9184,9.875,,-0.042,4.79305954708551
113,2966.5,9.8,-0.042,68.7555,78.717,2.618,100.57,136.995,9.875,,-0.042,4.610854002456389
114,2967.0,9.766,-0.041,68.1282,69.67,2.59,76.857,106.9599,9.875,,-0.041,4.341946552368684
115,2967.5,9.729,-0.041,67.7023,63.386,2.561,55.291,81.8001,9.875,,-0.041,4.01261014663953
116,2968.0,9.681,-0.04,67.1598,68.461,2.536,36.093,56.2706,9.875,,-0.04,3.586098940719497
117,2968.5,9.575,-0.04,66.7215,77.946,2.503,23.209,38.516,9.875,,-0.04,3.1445401344809576
118,2969.0,9.356,-0.039,66.7772,88.578,2.469,13.235,21.5809,9.875,,-0.039,2.5828648356790644
119,2969.5,9.088,-0.039,67.1292,83.834,2.437,10.964,19.2593,9.875,,-0.039,2.3946171784405395
120,2970.0,8.942,-0.039,67.3733,75.527,2.411,11.15,20.7274,9.875,,-0.039,2.411439497906128
121,2970.5,8.921,-0.038,67.8331,68.468,2.41,11.424,21.8321,9.875,,-0.038,2.4357164055972285
122,2971.0,8.92,-0.038,68.5284,66.2,2.415,11.525,22.333,9.875,,-0.038,2.4445185888827123
123,2971.5,8.914,-0.038,70.1681,68.163,2.409,11.433,22.3764,9.875,,-0.038,2.436503910559833
124,2972.0,8.911,-0.038,72.3734,66.767,2.402,10.97,21.5112,9.875,,-0.038,2.395164274287139
125,2972.5,8.905,-0.038,74.3933,62.485,2.406,10.338,20.1431,9.875,,-0.038,2.3358264267738473
126,2973.0,8.895,-0.038,76.1837,57.806,2.405,9.893,19.0564,9.875,,-0.038,2.2918274363410855
127,2973.5,8.9,-0.038,76.8443,54.271,2.391,10.3,19.8905,9.875,,-0.038,2.33214389523559
128,2974.0,8.908,-0.038,76.6979,55.944,2.386,11.23,21.896,9.875,,-0.038,2.418588768750352
129,2974.5,8.907,-0.037,76.0051,58.836,2.395,12.185,24.0018,9.875,,-0.037,2.5002056870771696
130,2975.0,8.898,-0.037,73.9389,61.694,2.409,13.086,26.1106,9.875,,-0.037,2.571542956447547
131,2975.5,8.891,-0.038,71.4359,63.302,2.421,13.207,26.4134,9.875,,-0.038,2.5807469920616675
132,2976.0,8.89,-0.037,68.9218,62.074,2.432,12.739,25.258,9.875,,-0.037,2.54466815412765
133,2976.5,8.893,-0.038,66.8143,64.34,2.445,13.275,26.4664,9.875,,-0.038,2.5858825671280026
134,2977.0,8.896,-0.038,65.7069,64.2,2.459,14.384,29.1372,9.875,,-0.038,2.6661164777292643
135,2977.5,8.891,-0.038,65.3007,64.69,2.478,15.678,32.475,9.875,,-0.038,2.7522584557665306
136,2978.0,8.891,-0.038,64.9668,66.65,2.482,19.393,37.8814,9.875,,-0.038,2.9649121762141037
137,2978.5,8.902,-0.038,64.9678,61.651,2.485,24.056,43.1753,9.875,,-0.038,3.180384445686228
138,2979.0,8.942,-0.038,65.1413,57.394,2.498,28.93,48.8966,9.875,,-0.038,3.3648791189880436
139,2979.5,9.029,-0.038,65.2372,53.894,2.493,34.457,57.8453,9.875,,-0.038,3.539712169852141
140,2980.0,9.116,-0.038,65.6784,52.516,2.497,34.285,55.7769,9.875,,-0.038,3.5347079407363275
141,2980.5,9.088,-0.038,66.4095,53.573,2.502,31.263,50.1846,9.875,,-0.038,3.4424352896784
142,2981.0,9.019,-0.038,66.7604,54.455,2.491,31.455,52.082,9.875,,-0.038,3.448557953021993
143,2981.5,9.044,-0.038,67.168,54.053,2.471,31.296,52.3761,9.875,,-0.038,3.443490293852407
144,2982.0,9.195,-0.038,67.6901,53.188,2.463,25.9,41.0459,9.875,,-0.038,3.254242968705492
145,2982.5,9.282,-0.038,68.6366,52.815,2.468,17.531,24.5253,9.875,,-0.038,2.863970742371737
146,2983.0,9.203,-0.038,70.1516,53.153,2.476,12.58,15.9324,9.875,,-0.038,2.5321082512722946
147,2983.5,9.07,-0.038,70.6765,54.036,2.469,10.925,13.4253,9.875,,-0.038,2.391053740981654
148,2984.0,8.999,-0.038,70.1902,55.692,2.443,12.543,15.7731,9.875,,-0.038,2.5291627410425375
149,2984.5,8.982,-0.038,69.8601,58.14,2.413,16.044,20.7333,9.875,,-0.038,2.7753349479078064
150,2985.0,8.98,-0.038,69.6585,61.429,2.413,31.273,49.558,9.875,,-0.038,3.442755105467233
151,2985.5,9.017,-0.039,69.4071,64.972,2.45,52.815,93.2274,9.875,,-0.039,3.9667952412751255
152,2986.0,9.22,-0.039,68.4652,68.013,2.517,66.32,120.5824,9.875,,-0.039,4.1944915108270395
153,2986.5,9.419,-0.039,67.2116,71.998,2.538,44.382,69.4921,9.875,,-0.039,3.7928339818337857
154,2987.0,9.414,-0.04,66.5799,81.42,2.552,28.437,38.3978,9.875,,-0.04,3.3476911141390144
155,2987.5,9.194,-0.04,66.3966,91.595,2.542,17.2,19.5601,9.875,,-0.04,2.8449093838194073
156,2988.0,9.065,-0.04,66.2921,82.814,2.523,16.863,20.5703,9.875,,-0.04,2.8251218726880474
157,2988.5,9.13,-0.041,66.0017,69.443,2.502,20.694,27.3727,9.875,,-0.041,3.029843803182759
158,2989.0,9.236,-0.041,65.5769,59.022,2.488,30.187,43.255,9.875,,-0.041,3.4074113681286233
159,2989.5,9.317,-0.041,65.748,53.462,2.496,48.896,78.2582,9.875,,-0.041,3.8896955935440554
160,2990.0,9.376,-0.041,66.5607,52.97,2.509,64.37,109.7264,9.875,,-0.041,4.164647686064525
161,2990.5,9.437,-0.041,68.6333,51.66,2.524,43.194,63.3165,9.875,,-0.041,3.7657015967152208
162,2991.0,9.491,-0.041,71.7812,51.216,2.538,21.155,23.2635,9.875,,-0.041,3.051876284172031
163,2991.5,9.532,-0.041,73.1879,52.325,2.536,15.539,16.1268,9.875,,-0.041,2.743352992804597
164,2992.0,9.494,-0.042,74.3637,54.165,2.513,13.195,13.9188,9.875,,-0.042,2.5798379699552876
165,2992.5,9.445,-0.042,76.0872,55.808,2.475,14.769,17.3013,9.875,,-0.042,2.6925303894441734
166,2993.0,9.475,-0.043,77.9953,56.877,2.435,18.229,23.479,9.875,,-0.043,2.9030137325507845
167,2993.5,9.543,-0.044,80.6061,58.524,2.393,21.814,28.8186,9.875,,-0.044,3.082551965506551
168,2994.0,9.616,-0.044,84.2178,60.589,2.336,24.505,30.9687,9.875,,-0.044,3.198877178361511
169,2994.5,9.721,-0.045,89.63,63.746,2.233,25.734,28.9938,9.875,,-0.045,3.2478130747627985
170,2995.0,9.881,-0.045,91.0517,68.663,2.129,26.85,26.4442,9.875,,-0.045,3.2902658209548736
171,2995.5,9.997,-0.045,90.5049,74.622,2.07,29.722,26.9324,9.875,,-0.045,3.391887512336378
172,2996.0,9.988,-0.045,89.1646,79.602,2.111,38.7,34.4719,9.875,,-0.045,3.655839600035736
173,2996.5,9.91,-0.045,86.8569,86.784,2.453,49.298,50.5588,9.875,,-0.045,3.8978835122744244
174,2997.0,9.85,-0.045,82.6054,92.579,2.583,54.474,58.6307,9.875,,-0.045,3.997723523617675
175,2997.5,9.825,-0.045,76.2937,91.066,2.619,57.273,65.1347,9.875,,-0.045,4.047829308480632
176,2998.0,9.845,-0.045,68.833,87.318,2.631,56.35,66.0468,9.875,,-0.045,4.031582240485785
177,2998.5,9.867,-0.045,67.2946,82.302,2.63,53.547,63.27,9.875,,-0.045,3.9805597729154805
178,2999.0,9.87,-0.045,67.1118,78.024,2.638,52.013,61.9789,9.875,,-0.045,3.951493687336635
179,2999.5,9.87,-0.045,66.7307,77.099,2.647,52.508,63.0564,9.875,,-0.045,3.960965538941161
180,3000.0,9.862,-0.045,65.9643,78.745,2.646,54.564,65.3802,9.875,,-0.045,3.9993743246308737
181,3000.5,9.844,-0.045,66.326,79.246,2.639,57.598,69.0348,9.875,,-0.045,4.053487844876793
182,3001.0,9.841,-0.045,66.6882,76.541,2.63,61.304,75.6042,9.875,,-0.045,4.115845093668103
183,3001.5,9.832,-0.044,67.0555,75.745,2.616,54.931,65.0522,9.875,,-0.044,4.006077852176987
184,3002.0,9.822,-0.044,67.2221,75.19,2.592,40.499,43.1419,9.875,,-0.044,3.7012772824496323
185,3002.5,9.806,-0.043,67.3225,75.835,2.551,23.659,21.7162,9.875,,-0.043,3.1637435922301513
186,3003.0,9.775,-0.043,67.3941,80.034,2.509,15.576,14.6656,9.875,,-0.043,2.7457312680698984
187,3003.5,9.659,-0.042,66.9809,82.329,2.464,10.188,9.8491,9.875,,-0.042,2.321210557117211
188,3004.0,9.453,-0.042,66.6422,81.613,2.42,8.384,8.1919,9.875,,-0.042,2.1263251275786863
189,3004.5,9.354,-0.043,66.4025,79.26,2.402,7.431,7.3105,9.875,,-0.043,2.0056604391753323
190,3005.0,9.367,-0.043,66.2152,74.717,2.43,8.454,9.7261,9.875,,-0.043,2.1346397021445984
191,3005.5,9.418,-0.044,66.1221,72.465,2.46,9.405,11.0582,9.875,,-0.044,2.2412414627529937
192,3006.0,9.569,-0.044,66.0964,72.173,2.47,10.447,12.342,9.875,,-0.044,2.346314855855371
193,3006.5,9.78,-0.044,66.0501,69.652,2.478,11.133,13.03,9.875,,-0.044,2.4099136707465703
194,3007.0,9.872,-0.044,65.8934,67.131,2.503,11.129,12.5759,9.875,,-0.044,2.409554313991288
195,3007.5,9.859,-0.044,66.0421,67.522,2.498,11.525,12.8089,9.875,,-0.044,2.4445185888827123
196,3008.0,9.82,-0.044,66.1204,65.192,2.506,12.675,14.2248,9.875,,-0.044,2.539631549477247
197,3008.5,9.824,-0.044,66.2745,59.817,2.528,14.338,16.1733,9.875,,-0.044,2.6629133554306805
198,3009.0,9.845,-0.044,66.2242,55.99,2.52,16.523,18.3006,9.875,,-0.044,2.8047533496688537
199,3009.5,9.837,-0.045,66.2883,55.088,2.503,19.507,20.3899,9.875,,-0.045,2.970773375512796
200,3010.0,9.825,-0.045,66.1686,55.893,2.516,23.336,21.441,9.875,,-0.045,3.14999723256542
201,3010.5,9.828,-0.044,66.3003,58.468,2.576,29.27,26.5129,9.875,,-0.044,3.3765631007037946
202,3011.0,9.819,-0.044,66.2678,64.048,2.602,36.146,32.3012,9.875,,-0.044,3.587566292413447
203,3011.5,9.807,-0.044,66.0721,72.952,2.626,44.645,39.3522,9.875,,-0.044,3.79874231896918
204,3012.0,9.791,-0.044,65.6863,83.137,2.66,55.823,48.7209,9.875,,-0.044,4.022185970841724
205,3012.5,9.773,-0.044,65.3574,87.559,2.643,67.657,66.9529,9.875,,-0.044,4.214450823025767
206,3013.0,9.748,-0.045,64.8999,79.467,2.636,69.969,73.0331,9.875,,-0.045,4.248052286816316
207,3013.5,9.728,-0.044,64.9143,69.935,2.633,63.27,64.5701,9.875,,-0.044,4.147411283158793
208,3014.0,9.721,-0.044,64.8346,62.98,2.627,55.494,55.1129,9.875,,-0.044,4.016274906800178
209,3014.5,9.723,-0.045,64.7769,67.074,2.628,46.202,43.0854,9.875,,-0.045,3.8330230871939963
210,3015.0,9.732,-0.045,64.9954,76.525,2.639,40.374,36.8164,9.875,,-0.045,3.698186013434236
211,3015.5,9.739,-0.045,66.0167,82.306,2.655,37.013,33.0073,9.875,,-0.045,3.611269202286144
212,3016.0,9.74,-0.045,66.9241,83.435,2.652,36.899,34.4991,9.875,,-0.045,3.6081844504082596
213,3016.5,9.74,-0.045,67.6026,86.205,2.642,38.444,37.7494,9.875,,-0.045,3.649202636961038
214,3017.0,9.737,-0.045,67.7397,84.725,2.631,38.026,37.5329,9.875,,-0.045,3.6382701362873946
215,3017.5,9.729,-0.045,67.7149,77.16,2.62,36.064,34.4414,9.875,,-0.045,3.585295137857366
216,3018.0,9.719,-0.045,67.7578,71.912,2.615,34.813,31.1625,9.875,,-0.045,3.5499908802414524
217,3018.5,9.701,-0.045,67.509,78.806,2.631,36.489,32.561,9.875,,-0.045,3.597010845304409
218,3019.0,9.682,-0.045,66.5949,84.862,2.643,43.919,41.8113,9.875,,-0.045,3.7823470282717553
219,3019.5,9.663,-0.045,65.8524,86.795,2.647,55.007,56.1388,9.875,,-0.045,4.007460449861258
220,3020.0,9.652,-0.045,65.1552,80.197,2.646,62.77,64.5125,9.875,,-0.045,4.13947725232944
221,3020.5,9.66,-0.045,64.7871,72.049,2.647,67.22,67.9201,9.875,,-0.045,4.20797082229696
222,3021.0,9.676,-0.045,64.2637,66.119,2.649,68.57,68.911,9.875,,-0.045,4.227855121296273
223,3021.5,9.679,-0.045,63.8046,64.101,2.642,62.976,61.9015,9.875,,-0.045,4.142753701429788
224,3022.0,9.663,-0.045,64.1287,63.72,2.637,52.722,49.9266,9.875,,-0.045,3.965032825741761
225,3022.5,9.659,-0.044,64.7078,63.1,2.64,40.477,35.8707,9.875,,-0.044,3.700733911560942
226,3023.0,9.665,-0.044,65.3609,68.327,2.63,31.336,28.2261,9.875,,-0.044,3.4447675963635302
227,3023.5,9.683,-0.044,65.9841,73.02,2.613,27.488,24.9679,9.875,,-0.044,3.3137495458018447
228,3024.0,9.702,-0.044,66.4761,76.375,2.583,27.815,25.2499,9.875,,-0.044,3.3255754435272564
229,3024.5,9.736,-0.044,67.0524,74.05,2.567,29.207,26.4392,9.875,,-0.044,3.374408406571941
230,3025.0,9.767,-0.044,67.5996,66.867,2.574,31.428,28.3248,9.875,,-0.044,3.447699215313575
231,3025.5,9.82,-0.044,67.6457,63.727,2.587,33.785,30.3206,9.875,,-0.044,3.520016917004138
232,3026.0,9.891,-0.044,67.7381,66.676,2.598,34.17,30.6591,9.875,,-0.044,3.5313480661272005
233,3026.5,9.926,-0.044,67.714,71.515,2.608,33.161,29.8185,9.875,,-0.044,3.501374486627827
234,3027.0,9.917,-0.044,67.5936,77.718,2.606,32.539,29.2928,9.875,,-0.044,3.482439369911174
235,3027.5,9.905,-0.044,66.9815,76.531,2.616,32.595,29.3374,9.875,,-0.044,3.4841589023765027
236,3028.0,9.895,-0.044,66.2317,66.797,2.608,33.96,30.4833,9.875,,-0.044,3.5251833614431467
237,3028.5,9.873,-0.044,65.4238,59.227,2.605,36.943,32.9765,9.875,,-0.044,3.609376184250992
238,3029.0,9.844,-0.044,64.5384,56.27,2.619,46.108,40.562,9.875,,-0.044,3.830986470738766
239,3029.5,9.815,-0.044,63.6236,58.496,2.637,63.426,55.087,9.875,,-0.044,4.149873872014581
240,3030.0,9.796,-0.044,62.8877,62.229,2.64,80.054,73.5073,9.875,,-0.044,4.382701406963846
241,3030.5,9.793,-0.044,62.4384,64.36,2.63,91.3,86.237,9.875,,-0.044,4.514150787600923
242,3031.0,9.84,-0.044,62.4903,58.244,2.628,94.044,88.8652,9.875,,-0.044,4.543762757858728
243,3031.5,9.887,-0.043,62.5082,56.328,2.631,78.607,67.7348,9.875,,-0.043,4.364460753993859
244,3032.0,9.883,-0.043,62.549,56.575,2.643,59.636,51.943,9.875,,-0.043,4.088259418566153
245,3032.5,9.849,-0.043,62.906,57.43,2.65,45.25,39.8566,9.875,,-0.043,3.8122026701459353
246,3033.0,9.817,-0.043,63.6404,59.061,2.65,35.729,31.9488,9.875,,-0.043,3.5759626839582372
247,3033.5,9.782,-0.043,64.4318,64.359,2.644,31.738,28.5884,9.875,,-0.043,3.4575147011406506
